,lemma,pos,gender,word_cluster,TYPE
94948,φαλλός,NOUN,m,85928,
87615,σφέκλη,NOUN,f,85940,
95182,φέκλη,NOUN,f,85940,
87878,σχολαῖος,ADJ,-,86194,
98501,χολαῖος,ADJ,-,86194,
87892,σχολικός,ADJ,-,86208,
98515,χολικός,ADJ,-,86208,
87894,σχόλιον,NOUN,n,86210,
98517,χόλιον,NOUN,n,86210,
87942,σωμάτινος,ADJ,-,86257,
99153,χρωμάτινος,ADJ,-,86257,
88001,σῶς,NOUN,m,86315,
88002,σῶς,NOUN,m,86315,
88079,ταινί,ADV,-,86392,
88089,ταιννί,ADV,-,86392,
88182,τανί,ADV,-,86489,
88185,ταννί,ADV,-,86489,
88325,τάριχος,NOUN,m,86627,
88326,τάριχος,NOUN,m,86627,
88350,ταρτημόριον,NOUN,n,86651,
88964,τεταρτημόριον,NOUN,n,86651,
90617,τριταρτημόριον,NOUN,n,86651,
88937,τεσσαρεσκαιδεκαέτης,ADJ,-,87217,
88944,τεσσαρεσκαιδεκέτης,ADJ,-,87217,
88946,τεταγμένως,ADV,-,87224,
88958,τεταραγμένως,ADV,-,87224,
89010,τετραδαρχία,NOUN,f,87285,
89153,τετραρχία,NOUN,f,87285,
89524,τιμητικός,ADJ,-,87788,
89646,τμητικός,ADJ,-,87788,
89653,τοιγάρ,PART,-,87911,
89654,τοιγάρ,PART,-,87911,
89905,τραγανός,NOUN,m,88160,
89907,τραγανός,NOUN,m,88160,
89906,τραγανός,NOUN,n,88161,
89908,τραγανός,NOUN,n,88161,
89961,τρακτεύω,VERB,-,88212,
96675,φρακτεύω,VERB,-,88212,
90205,τρίβων,NOUN,m,88448,
90206,τρίβων,NOUN,m,88448,
90300,τριήρης,NOUN,f,88540,
90301,τριήρης,NOUN,f,88540,
90302,τριηρικός,ADJ,-,88541,
90305,τριηριτικός,ADJ,-,88541,
90373,τριμάτιον,NOUN,n,88610,
90389,τριμμάτιον,NOUN,n,88610,
90466,τρίπλοκος,ADJ,-,88696,
90482,τρίποκος,ADJ,-,88696,
90494,τρίπους,NOUN,m,88723,
90495,τρίπους,NOUN,m,88723,
90665,τριφυλία,NOUN,f,88890,
90668,τριφυλλίς,NOUN,f,88890,
90670,τρίφυλλος,ADJ,-,88894,
90671,τρίφυλος,ADJ,-,88894,
90884,τροχός,NOUN,m,89104,
90885,τροχός,NOUN,m,89104,
91173,τύραννος,NOUN,m,89384,
91174,τύραννος,NOUN,m,89384,
91271,Τυφωνικός,ADJ,-,89478,
97217,φωνικός,ADJ,-,89478,
91617,ὑδροχαμαίμηλον,NOUN,n,89818,
97582,χαμαίμηλον,NOUN,n,89818,
91785,ὑμήν,NOUN,m,89983,
91786,Ὑμήν,NOUN,m,89983,
91987,ὑπαπέρχομαι,VERB,-,90171,
92943,ὑπέρχομαι,VERB,-,90171,
92038,ὑπατικός,ADJ,-,90221,
92046,ὑπαττικός,ADJ,-,90221,
92044,ὕπατος,NOUN,m,90227,
92045,ὕπατος,NOUN,m,90227,
92112,ὑπέκλυσις,NOUN,f,90289,
92637,ὑπέρκλυσις,NOUN,f,90289,
92117,ὑπεκπίπτω,VERB,-,90294,
92452,ὑπερεκπίπτω,VERB,-,90294,
92196,ὑπεξάπτω,VERB,-,90371,
92479,ὑπερεξάπτω,VERB,-,90371,
92214,ὑπέρ,ADP,-,90388,
92215,ὑπέρ,ADP,-,90388,
92526,ὑπερέχω,VERB,-,90691,
92876,ὑπερτρέχω,VERB,-,90691,
93049,ὑπό,ADP,-,91206,
93050,ὑπό,ADP,-,91206,
93291,ὑπόδρομος,NOUN,m,91434,
93292,ὑπόδρομος,NOUN,m,91434,
93327,ὑπόζωμα,NOUN,n,91466,
93331,ὑπόζωσμα,NOUN,n,91466,
93625,ὑπόλογος,NOUN,m,91742,
93626,ὑπόλογος,NOUN,m,91742,
93738,ὑπονέω,VERB,-,91849,
93866,ὑποπονέω,VERB,-,91849,
93918,ὑποράπτω,VERB,-,92026,
93931,ὑπορράπτω,VERB,-,92026,
93961,ὑποσαίνω,VERB,-,92065,WR
94056,ὑποσσαίνω,VERB,-,92065,WR
94106,ὑποστρέφω,VERB,-,92204,
94144,ὑποσυστρέφω,VERB,-,92204,
94229,ὑποτοπάζω,VERB,-,92318,
94265,ὑποτροπάζω,VERB,-,92318,
94267,ὑποτροπιάζω,VERB,-,92318,
94352,ὑποφλεγματώδης,ADJ,-,92435,
96275,φλεγματώδης,ADJ,-,92435,
94592,ὑφάντης,NOUN,m,92667,
94999,φάντης,NOUN,m,92667,
94676,Ὑχαῖος,NOUN,m,92751,
97279,χαῖος,NOUN,m,92751,
94980,φανός,NOUN,m,93048,
94981,φανός,NOUN,m,93048,
95574,φιλεύδιος,ADJ,-,93626,
95576,φιλεύιος,ADJ,-,93626,
95803,φιλοκιθαριστής,NOUN,m,93849,
99713,ψιλοκιθαριστής,NOUN,m,93849,
95876,φιλομειδής,ADJ,-,93921,WR
95890,φιλομμειδής,ADJ,-,93921,WR
96022,φίλος,NOUN,m,94065,
96023,φίλος,NOUN,m,94065,
96874,Φρύξ,NOUN,m,94881,
96875,φρύξ,NOUN,m,94881,
97397,χαλκεομίτρας,NOUN,m,95394,WR
97471,χαλκομίτρας,NOUN,m,95394,WR
97970,χείρων,NOUN,m,95955,
97971,Χείρων,NOUN,m,95955,
98007,χελλών,NOUN,m,95990,WR
98022,χελών,NOUN,m,95990,WR
98065,χερόνησος,NOUN,f,96045,WR
98069,χερρόνησος,NOUN,f,96045,WR
98096,χέρσος,NOUN,f,96075,
98097,χέρσος,NOUN,f,96075,
98346,χλιάω,VERB,-,96318,
98354,χλιδιάω,VERB,-,96318,
98709,χρεῖος,NOUN,n,96673,
98710,χρεῖος,NOUN,n,96673,
98757,χρηματικός,ADJ,-,96716,
98762,χρηματιστικός,ADJ,-,96716,
98811,χρηστήρ,NOUN,m,96767,
100073,ὠμηστήρ,NOUN,m,96767,
99061,χρυσόραπις,NOUN,m,97013,WR
99066,χρυσόρραπις,NOUN,m,97013,WR
99062,χρυσορόης,NOUN,m,97014,WR
99068,χρυσορρόης,NOUN,m,97014,WR
99069,χρυσόρρυτος,ADJ,-,97019,WR
99071,χρυσόρυτος,ADJ,-,97019,WR
99330,ψαθοπλόκος,NOUN,m,97273,
99683,ψιαθοπλόκος,NOUN,m,97273,
99360,ψάλιον,NOUN,n,97303,WR
99365,ψάλλιον,NOUN,n,97303,WR
99589,ψευδόχρυσος,NOUN,m,97531,
99590,ψευδόχρυσος,NOUN,m,97531,
99660,ψηφολογητός,ADJ,-,97600,
99661,ψηφολογικός,ADJ,-,97600,
100240,ὡς,NOUN,m,98169,
100241,ὡς,NOUN,m,98169,
