,lemma,pos,gender,word_cluster,TYPE
65244,πάθημα,NOUN,n,64256,
82255,σπάθημα,NOUN,n,64256,
65246,πάθησις,NOUN,f,64258,
82256,σπάθησις,NOUN,f,64258,
65413,παιστικός,ADJ,-,64422,
65479,παλαιστικός,ADJ,-,64422,
65483,παλαιστριαῖος,ADJ,-,64490,
90433,τριπαλαιστιαῖος,ADJ,-,64490,
65801,πάν,NOUN,m,64806,
65802,Πάν,NOUN,m,64806,
66326,παρά,ADP,-,65326,
66327,παρά,ADP,-,65326,
66367,παραβλητέος,ADJ,-,65366,
66731,παρακλητέος,ADJ,-,65366,
66576,παραθλίβω,VERB,-,65574,
66990,παραναθλίβω,VERB,-,65574,
66615,παραισθάνομαι,VERB,-,65613,
67907,παρεπαισθάνομαι,VERB,-,65613,
66619,παραίτησις,NOUN,f,65617,
67259,παρασίτησις,NOUN,f,65617,
66695,παρακελευστικός,ADJ,-,65692,
66696,παρακελευστός,ADJ,-,65692,
66749,παρακοάω,VERB,-,65742,
66777,παρακονάω,VERB,-,65742,
66818,παρακτικός,ADJ,-,65808,
67529,παραφρακτικός,ADJ,-,65808,
66985,παραναγιγνώσκω,VERB,-,65970,
91922,ὑπαναγιγνώσκω,VERB,-,65970,
67080,παραπέμπω,VERB,-,66064,
84747,συμπαραπέμπω,VERB,-,66064,
67188,παράπτομαι,VERB,-,66171,
67210,παραρράπτομαι,VERB,-,66171,
67417,παρατεταγμένως,ADV,-,66397,
67418,παρατεταμένως,ADV,-,66397,
67685,παρεδρεία,NOUN,f,66661,
67689,παρεδρία,NOUN,f,66661,
67694,παρειά,NOUN,f,66669,
67696,παρειάς,NOUN,f,66669,
67697,παρεῖδον,VERB,-,66671,
67846,παρενεῖδον,VERB,-,66671,
67742,παρεκβολικός,ADJ,-,66716,
67806,παρεμβολικός,ADJ,-,66716,
67774,παρεκτέον,VERB,-,66748,
67848,παρενεκτέον,VERB,-,66748,
67874,παρέξ,ADP,-,66845,
67875,παρέξ,ADP,-,66845,
67974,παρεύρεσις,NOUN,f,66943,WR
67977,παρεύρησις,NOUN,f,66943,WR
68043,παρθένος,NOUN,f,67011,
68044,παρθένος,NOUN,f,67011,
68159,παρολισθάνω,VERB,-,67126,
84786,συμπαρολισθάνω,VERB,-,67126,
68184,παροξύτονος,ADJ,-,67150,
75765,προπαροξύτονος,ADJ,-,67150,
68222,πάρος,ADP,-,67187,
68223,πάρος,ADP,-,67187,
68232,πάρουρος,NOUN,m,67196,
68233,πάρουρος,NOUN,m,67196,
68310,παρωνυχία,NOUN,f,67272,
68311,παρωνυχίς,NOUN,f,67272,
68383,παστός,NOUN,n,67344,
68385,παστός,NOUN,n,67344,
68384,παστός,NOUN,m,67345,
68386,παστός,NOUN,m,67345,
68424,πάτος,NOUN,n,67380,
82359,σπάτος,NOUN,n,67380,
68661,πεῖ,NOUN,n,67613,
68662,πεῖ,NOUN,n,67613,
68684,πεῖρα,NOUN,f,67634,
82361,σπεῖρα,NOUN,f,67634,
68726,πεκούλιον,NOUN,n,67676,
82391,σπεκούλιον,NOUN,n,67676,
68821,πελματόομαι,VERB,-,67770,
88754,τελματόομαι,VERB,-,67770,
68879,πένης,NOUN,m,67826,
68880,πένης,NOUN,m,67826,
68923,πενόομαι,VERB,-,67869,
92472,ὑπερενόομαι,VERB,-,67869,
69099,πεντηκονταετηρίς,NOUN,f,68045,
90129,τριακονταετηρίς,NOUN,f,68045,
69204,πέρα,NOUN,f,68147,
69205,πέρα,NOUN,f,68147,
69206,πέρα,NOUN,f,68147,
69230,περατικός,ADJ,-,68169,
69235,περατωτικός,ADJ,-,68169,
69255,περί,ADP,-,68193,
69256,περί,ADP,-,68193,
69301,περίαλλος,NOUN,m,68237,
69302,περίαλλος,NOUN,m,68237,
69327,περιάπτω,VERB,-,68262,
69623,περιιάπτω,VERB,-,68262,
69465,περιδέρκομαι,VERB,-,68399,
69466,περιδέρω,VERB,-,68399,
69504,περίδρομος,NOUN,m,68437,
69505,περίδρομος,NOUN,m,68437,
69708,περικερδής,ADJ,-,68635,
69796,περικυδής,ADJ,-,68635,
69758,περίκομος,ADJ,-,68685,
69760,περίκομψος,ADJ,-,68685,
69833,περίλεξις,NOUN,f,68755,
70594,περίφλεξις,NOUN,f,68755,
69902,περινάω,VERB,-,68822,
92590,ὑπερινάω,VERB,-,68822,
70047,περιπετής,ADJ,-,68964,
92781,ὑπερπετής,ADJ,-,68964,
70095,περιπλευμονιακός,ADJ,-,69012,WR
70097,περιπλευμονικός,ADJ,-,69012,WR
70201,περιρράσσω,VERB,-,69115,
70212,περιρρήσσω,VERB,-,69115,
70226,περισαίνω,VERB,-,69138,WR
70314,περισσαίνω,VERB,-,69138,WR
70241,περίσεπτος,ADJ,-,69153,
70377,περίστεπτος,ADJ,-,69153,
70284,περισμαραγέω,VERB,-,69196,
70452,περισφαραγέω,VERB,-,69196,
70627,περιφράσσω,VERB,-,69527,
84878,συμπεριφράσσω,VERB,-,69527,
70791,Περφερέτας,NOUN,m,69689,
95261,φερφερέτας,NOUN,m,69689,
70816,πέταλον,NOUN,n,69714,
70817,πέταλον,NOUN,n,69714,
70907,πεῦσις,NOUN,f,69797,
82438,σπεῦσις,NOUN,f,69797,
70912,πευστικός,ADJ,-,69802,
82439,σπευστικός,ADJ,-,69802,
70932,πηγανίζω,VERB,-,69820,
89341,τηγανίζω,VERB,-,69820,
70935,πηγανίτης,NOUN,m,69823,
89345,τηγανίτης,NOUN,m,69823,
71075,πιαρός,ADJ,-,69956,
99686,ψιαρός,ADJ,-,69956,
71078,πιαστήριος,ADJ,-,69958,
98814,χρηστήριος,ADJ,-,69958,
71192,πιλωτός,ADJ,-,70061,
82463,σπιλωτός,ADJ,-,70061,
71222,πινάριον,NOUN,n,70089,
79617,ῥινάριον,NOUN,n,70089,
71302,πίσσυγγος,NOUN,m,70162,WR
71337,πίσυγγος,NOUN,m,70162,WR
71319,πιστικός,ADJ,-,70179,
71336,πιστωτικός,ADJ,-,70179,
71495,πλάστρια,NOUN,f,70344,
91708,ὑλάστρια,NOUN,f,70344,
71625,πλείων,NOUN,m,70469,
71626,πλείων,NOUN,m,70469,
71629,πλεκόω,VERB,-,70472,
82487,σπλεκόω,VERB,-,70472,
71630,πλεκτανάομαι,VERB,-,70473,WR
71633,πλεκτανόομαι,VERB,-,70473,WR
71640,πλέκωμα,NOUN,n,70482,
82488,σπλέκωμα,NOUN,n,70482,
71753,πλήν,ADP,-,70590,
71754,πλήν,ADP,-,70590,
72032,ποδιαῖος,ADJ,-,70852,
82521,σποδιαῖος,ADJ,-,70852,
72033,ποδίζω,VERB,-,70853,
82524,σποδίζω,VERB,-,70853,
72085,ποθέω,VERB,-,70904,
93347,ὑποθέω,VERB,-,70904,
72305,πολιαίνομαι,VERB,-,71119,
81714,σκολιαίνομαι,VERB,-,71119,
72309,πολιαρχέω,VERB,-,71123,
72349,πολιταρχέω,VERB,-,71123,
72313,Πολιάς,NOUN,f,71127,
72314,πολιάς,NOUN,f,71127,
72399,πολλοσταῖος,ADJ,-,71209,
73660,ποσταῖος,ADJ,-,71209,
72406,πόλος,NOUN,m,71216,
82539,σπόλος,NOUN,m,71216,
72758,πολύκλειστος,ADJ,-,71568,
72759,πολύκλειτος,ADJ,-,71568,
72783,πολύκομος,ADJ,-,71592,
72784,πολύκομπος,ADJ,-,71592,
72838,πολύλλιστος,ADJ,-,71646,
72839,πολύλλιτος,ADJ,-,71646,
72853,πολύμαλλος,ADJ,-,71660,
72854,πολύμαλος,ADJ,-,71660,
73078,πολυρημονέω,VERB,-,71883,
73088,πολυρρημονέω,VERB,-,71883,
73172,πολύστρεπτος,ADJ,-,71976,
73239,πολύτρεπτος,ADJ,-,71976,
73298,πολύφοβος,ADJ,-,72101,
73300,πολύφορβος,ADJ,-,72101,
73315,πολύφυλλος,ADJ,-,72117,
73316,πολύφυλος,ADJ,-,72117,
73497,πορεύς,NOUN,m,72297,
82576,σπορεύς,NOUN,m,72297,
73499,πόρευσις,NOUN,f,72299,
98581,χόρευσις,NOUN,f,72299,
73502,πορευτός,ADJ,-,72302,
82578,σπορευτός,ADJ,-,72302,
73529,πόριον,NOUN,n,72327,
82580,σπόριον,NOUN,n,72327,
73668,ποταίνιος,ADJ,-,72460,
94172,ὑποταίνιος,ADJ,-,72460,
73811,πραγματεύομαι,VERB,-,72598,
84995,συμπραγματεύομαι,VERB,-,72598,
73839,πρακτευτής,NOUN,m,72626,
89960,τρακτευτής,NOUN,m,72626,
73966,πρέσβυς,NOUN,m,72748,
73967,πρέσβυς,NOUN,m,72748,
73991,πρηστηριάζω,VERB,-,72772,
98812,χρηστηριάζω,VERB,-,72772,
73993,πρηστικός,ADJ,-,72774,
98817,χρηστικός,ADJ,-,72774,
74037,πρό,ADP,-,72818,
74038,πρό,ADP,-,72818,
74039,πρό,ADP,-,72818,
74054,προαγόρευσις,NOUN,f,72833,
75951,προσαγόρευσις,NOUN,f,72833,
74079,προαθρέω,VERB,-,72858,
74136,προαναθρέω,VERB,-,72858,
74083,προαικίζομαι,VERB,-,72862,
74259,προαποικίζομαι,VERB,-,72862,
74172,προαναπληρόω,VERB,-,72950,
76070,προσαναπληρόω,VERB,-,72950,
74175,προαναρπάζω,VERB,-,72953,
74333,προαρπάζω,VERB,-,72953,
74245,προαποβάλλω,VERB,-,73023,
76148,προσαποβάλλω,VERB,-,73023,
74249,προαπογλυκαίνω,VERB,-,73027,
74502,προγλυκαίνω,VERB,-,73027,
74287,προαποπληρόω,VERB,-,73064,
75830,προπληρόω,VERB,-,73064,
74296,προαποσημαίνω,VERB,-,73073,
76844,προσημαίνω,VERB,-,73073,
77492,προσσημαίνω,VERB,-,73073,
74300,προαποσταυρόω,VERB,-,73077,
77514,προσσταυρόω,VERB,-,73077,
77572,προσταυρόω,VERB,-,73077,
74305,προαποσφάζω,VERB,-,73082,
74306,προαποσχάζω,VERB,-,73082,
74322,προάπτω,VERB,-,73098,
74375,προβάπτω,VERB,-,73098,
74353,προαυαίνω,VERB,-,73128,
74359,προαφαυαίνω,VERB,-,73128,
74380,προβασκαίνω,VERB,-,73152,
75197,προκαταβαίνω,VERB,-,73152,
76956,προσκαταβαίνω,VERB,-,73152,
74451,πρόβολος,NOUN,m,73223,
74452,πρόβολος,NOUN,m,73223,
74547,προδήλωσις,NOUN,f,73315,
76842,προσήλωσις,NOUN,f,73315,
74552,προδιαβάλλω,VERB,-,73320,
76341,προσδιαβάλλω,VERB,-,73320,
74675,πρόδομος,NOUN,m,73441,
74676,πρόδομος,NOUN,m,73441,
74742,προεισελαύνω,VERB,-,73507,
74824,προελαύνω,VERB,-,73507,
74744,προεισευπορέω,VERB,-,73509,
76451,προσεισευπορέω,VERB,-,73509,
76802,προσευπορέω,VERB,-,73509,
74752,προεισφορά,NOUN,f,73517,
76456,προσεισφορά,NOUN,f,73517,
74756,προεκβιβάζω,VERB,-,73521,
74835,προεμβιβάζω,VERB,-,73521,
74921,προεξέρχομαι,VERB,-,73684,
78005,προϋπεξέρχομαι,VERB,-,73684,
75060,προήδομαι,VERB,-,73822,
75338,προκήδομαι,VERB,-,73822,
75187,προκαλινδέομαι,VERB,-,73945,
75428,προκυλινδέομαι,VERB,-,73945,
75189,προκαλύπτω,VERB,-,73947,
75888,προπροκαλύπτω,VERB,-,73947,
75200,προκαταβλάπτω,VERB,-,73956,
76958,προσκαταβλάπτω,VERB,-,73956,
75205,προκαταγελάω,VERB,-,73961,
76960,προσκαταγελάω,VERB,-,73961,
75206,προκαταγιγνώσκω,VERB,-,73962,
76961,προσκαταγιγνώσκω,VERB,-,73962,
75209,προκαταγράφω,VERB,-,73965,
76962,προσκαταγράφω,VERB,-,73965,
75224,προκατακλύζω,VERB,-,73980,
76973,προσκατακλύζω,VERB,-,73980,
75229,προκαταλαμβάνω,VERB,-,73985,
76978,προσκαταλαμβάνω,VERB,-,73985,
75232,προκαταλείπω,VERB,-,73988,
76980,προσκαταλείπω,VERB,-,73988,
75235,προκατάληξις,NOUN,f,73991,
75238,προκατάληψις,NOUN,f,73991,
75240,προκαταλύω,VERB,-,73995,
76984,προσκαταλύω,VERB,-,73995,
75242,προκαταμανθάνω,VERB,-,73997,
76985,προσκαταμανθάνω,VERB,-,73997,
75246,προκατανοέω,VERB,-,74001,
76989,προσκατανοέω,VERB,-,74001,
75250,προκαταξύω,VERB,-,74005,
76992,προσκαταξύω,VERB,-,74005,
75258,προκαταπλήσσω,VERB,-,74013,
76996,προσκαταπλήσσω,VERB,-,74013,
75261,προκαταριθμέω,VERB,-,74016,
77002,προσκαταριθμέω,VERB,-,74016,
75264,προκαταρρήγνυμι,VERB,-,74019,
77003,προσκαταρρήγνυμι,VERB,-,74019,
75273,προκατασκευαστικός,ADJ,-,74028,
77007,προσκατασκευαστικός,ADJ,-,74028,
75283,προκατασύρω,VERB,-,74036,
77010,προσκατασύρω,VERB,-,74036,
75287,προκαταταχέω,VERB,-,74040,
75296,προκαταχέω,VERB,-,74040,
77018,προσκαταχέω,VERB,-,74040,
75297,προκαταχράομαι,VERB,-,74049,
77001,προσκαταράομαι,VERB,-,74049,
77019,προσκαταχράομαι,VERB,-,74049,
75299,προκαταχωρίζω,VERB,-,74051,
77021,προσκαταχωρίζω,VERB,-,74051,
75312,προκατηγορέω,VERB,-,74064,
77030,προσκατηγορέω,VERB,-,74064,
75321,προκατορθόω,VERB,-,74073,
77033,προσκατορθόω,VERB,-,74073,
75343,προκηρύσσω,VERB,-,74093,
77055,προσκηρύσσω,VERB,-,74093,
75392,προκοπτικός,ADJ,-,74141,
77103,προσκοπτικός,ADJ,-,74141,
75429,προκυλίνδομαι,VERB,-,74175,
75889,προπροκυλίνδομαι,VERB,-,74175,
75466,πρόλημμα,NOUN,n,74212,
77164,πρόσλημμα,NOUN,n,74212,
75504,προμαντεύομαι,VERB,-,74250,
77184,προσμαντεύομαι,VERB,-,74250,
75556,προμηχανάομαι,VERB,-,74299,
77207,προσμηχανάομαι,VERB,-,74299,
75652,πρόοδος,NOUN,f,74393,
75653,πρόοδος,NOUN,f,74393,
75710,προοχεύω,VERB,-,74449,
78155,προχεύω,VERB,-,74449,
75759,προπάροιθε,ADP,-,74498,
75760,προπάροιθε,ADP,-,74498,
75832,πρόπλοος,NOUN,m,74568,
75833,πρόπλοος,NOUN,m,74568,
75933,πρός,ADP,-,74664,
75934,πρός,ADP,-,74664,
75957,προσάγω,VERB,-,74685,
76448,προσεισάγω,VERB,-,74685,
76010,προσαναβαίνω,VERB,-,74738,
76059,προσαναξαίνω,VERB,-,74738,
76060,προσαναξηραίνω,VERB,-,74738,
76144,προσαπεργάζομαι,VERB,-,74869,
78007,προϋπεργάζομαι,VERB,-,74869,
76161,προσαπόκειμαι,VERB,-,74885,
78022,προϋπόκειμαι,VERB,-,74885,
76279,πρόσβλησις,NOUN,f,75003,
77064,πρόσκλησις,NOUN,f,75003,
76452,προσεισκρίνω,VERB,-,75172,
77116,προσκρίνω,VERB,-,75172,
76455,προσεισφέρω,VERB,-,75175,
76617,προσεπεισφέρω,VERB,-,75175,
76489,προσεκτείνω,VERB,-,75208,
76620,προσεπεκτείνω,VERB,-,75208,
76499,προσεκφυτεύω,VERB,-,75218,
77779,προσφυτεύω,VERB,-,75218,
76511,προσελπίζω,VERB,-,75230,
76621,προσεπελπίζω,VERB,-,75230,
76583,προσεξεργάζομαι,VERB,-,75302,
76623,προσεπεξεργάζομαι,VERB,-,75302,
76766,προσεργάζομαι,VERB,-,75302,
76627,προσεπεύχομαι,VERB,-,75342,
76809,προσεύχομαι,VERB,-,75342,
76644,προσεπιδέομαι,VERB,-,75359,
76647,προσεπιδέω,VERB,-,75359,
76696,προσεπιπάσσω,VERB,-,75410,
76735,προσεπιτάσσω,VERB,-,75410,
76706,προσεπιρρέω,VERB,-,75420,
76709,προσεπιρροφέω,VERB,-,75420,
76718,προσεπισκοπέω,VERB,-,75431,
77097,προσκοπέω,VERB,-,75431,
77500,προσσκοπέω,VERB,-,75431,
76761,προσεπιψεύδομαι,VERB,-,75473,
77833,προσψεύδομαι,VERB,-,75473,
76946,προσκαλεύω,VERB,-,75650,
77496,προσσκαλεύω,VERB,-,75650,
76948,προσκαλινδέομαι,VERB,-,75652,
77129,προσκυλινδέομαι,VERB,-,75652,
77053,προσκήπτω,VERB,-,75731,
77497,προσσκάπτω,VERB,-,75731,
77063,προσκληρόω,VERB,-,75740,
77419,προσπληρόω,VERB,-,75740,
77136,προσκυνητέον,ADJ,-,75806,
77137,προσκυνητέος,ADJ,-,75806,
77368,προσπάσσω,VERB,-,76034,
77671,προσυμπάσσω,VERB,-,76034,
77513,πρόσστασις,NOUN,f,76173,
77561,πρόστασις,NOUN,f,76173,
77517,προσστερνίζομαι,VERB,-,76176,
77591,προστερνίζομαι,VERB,-,76176,
77518,προσστοχάζομαι,VERB,-,76177,
77618,προστοχάζομαι,VERB,-,76177,
77521,προσσυγχρίω,VERB,-,76180,
77654,προσυγχρίω,VERB,-,76180,
77529,προσσυνάγω,VERB,-,76188,
77675,προσυνάγω,VERB,-,76188,
77535,προσσυνίστημι,VERB,-,76194,
77682,προσυνίστημι,VERB,-,76194,
77536,προσσυνοικέω,VERB,-,76195,
77683,προσυνοικέω,VERB,-,76195,
77537,προσσυνοικίζω,VERB,-,76196,
77684,προσυνοικίζω,VERB,-,76196,
77538,προσσυντελέω,VERB,-,76197,
77686,προσυντελέω,VERB,-,76197,
77539,προσσυντίθεμαι,VERB,-,76198,
77687,προσυντίθεμαι,VERB,-,76198,
77540,προσσυρίζω,VERB,-,76199,
77722,προσυρίζω,VERB,-,76199,
77542,προσσφάζω,VERB,-,76201,
77731,προσφάζω,VERB,-,76201,
77543,προσσφίγγω,VERB,-,76202,
77747,προσφίγγω,VERB,-,76202,
77544,προσσφραγίζω,VERB,-,76203,
77766,προσφραγίζω,VERB,-,76203,
77549,προσσωρεύω,VERB,-,76208,
77861,προσωρεύω,VERB,-,76208,
77603,προστίθημι,VERB,-,76258,
85043,συμπροστίθημι,VERB,-,76258,
77672,προσυμπλέκομαι,VERB,-,76324,
85041,συμπροσπλέκομαι,VERB,-,76324,
77697,προσυπερβάλλω,VERB,-,76343,
87158,συνυπερβάλλω,VERB,-,76343,
77878,προταράσσω,VERB,-,76515,
94181,ὑποταράσσω,VERB,-,76515,
77937,προτίθημι,VERB,-,76573,
89471,τίθημι,VERB,-,76573,
78081,προφητικός,ADJ,-,76708,
90812,τροφητικός,ADJ,-,76708,
78747,πυκνός,NOUN,n,77365,
78748,πυκνός,NOUN,n,77365,
78799,πύλος,NOUN,m,77415,
78800,Πύλος,NOUN,m,77415,
78813,πύξ,NOUN,f,77428,
78814,πύξ,NOUN,f,77428,
78856,πυράμινος,ADJ,-,77470,
82611,σπυράμινος,ADJ,-,77470,
78958,πυρίδιον,NOUN,n,77572,
82614,σπυρίδιον,NOUN,n,77572,
79005,πυρίτης,NOUN,m,77619,
79006,πυρίτης,NOUN,m,77619,
79127,πυρσός,NOUN,m,77673,WR
79108,πυρρός,NOUN,m,77673,WR
82620,σπυρός,NOUN,m,77673,
79066,πυρότης,NOUN,f,77678,
79109,πυρρότης,NOUN,f,77678,
79072,πυροφόρος,NOUN,m,77684,
79073,πυροφόρος,NOUN,m,77684,
79127,πυρσός,NOUN,m,77735,
79128,πυρσός,NOUN,m,77735,
79145,πύρωσις,NOUN,f,77750,
91232,τύρωσις,NOUN,f,77750,
79191,πωλητήριον,NOUN,n,77793,
97197,φωλητήριον,NOUN,n,77793,
79244,ῥᾶ,NOUN,n,77846,
79245,ῥᾶ,NOUN,n,77846,
79336,ῥακτήριος,ADJ,-,77937,
96968,φυλακτήριος,ADJ,-,77937,
79483,ῥευστικός,ADJ,-,78083,
99602,ψευστικός,ADJ,-,78083,
79699,ῥιψόφθαλμος,ADJ,-,78296,
94795,ὑψόφθαλμος,ADJ,-,78296,
79780,ῥοιβδέω,VERB,-,78376,
79784,ῥοιβδῳδέω,VERB,-,78376,
79925,ῥυσαίνομαι,VERB,-,78517,
79948,ῥυσσαίνομαι,VERB,-,78517,
87400,συσσαίνομαι,VERB,-,78517,
79939,ῥύσις,NOUN,f,78531,
79940,ῥύσις,NOUN,f,78531,
79992,ῥώμη,NOUN,f,78581,
79993,Ῥώμη,NOUN,f,78581,
79995,ῥώξ,NOUN,f,78583,
79997,ῥώξ,NOUN,f,78583,
79996,ῥώξ,NOUN,m,78584,
79998,ῥώξ,NOUN,m,78584,
80028,Σαβάζω,VERB,-,78614,
80029,σαβάζω,VERB,-,78614,
80062,σαγηνευτήρ,NOUN,m,78647,
80063,σαγηνευτής,NOUN,m,78647,
80120,σακκοφόρος,ADJ,-,78704,WR
80127,σακοφόρος,ADJ,-,78704,WR
80271,Σάραπις,NOUN,m,78852,
80272,σάραπις,NOUN,m,78852,
80340,σαρκοφάγος,NOUN,f,78920,
80341,σαρκοφάγος,NOUN,f,78920,
80485,σειρικόν,NOUN,n,79063,
87537,συψειρικόν,NOUN,n,79063,
80716,Σήρ,NOUN,m,79292,
80717,σήρ,NOUN,m,79292,
80752,σηστός,NOUN,f,79327,
80753,Σηστός,NOUN,f,79327,
81613,Σκῖρον,NOUN,n,80169,
81614,σκῖρον,NOUN,n,80169,
82070,σμαραγέω,VERB,-,80602,
94024,ὑποσμαραγέω,VERB,-,80602,
82136,σμύρνα,NOUN,f,80661,
82137,Σμύρνα,NOUN,f,80661,
82292,σπανός,ADJ,-,80809,
82293,Σπανός,ADJ,-,80809,
82305,σπαράσσω,VERB,-,80820,
87384,συσπαράσσω,VERB,-,80820,
82324,σπάρτη,NOUN,f,80837,
82325,Σπάρτη,NOUN,f,80837,
82406,σπερματολόγος,ADJ,-,80912,
82425,σπερμολόγος,ADJ,-,80912,
82520,σποδιά,NOUN,f,81014,
82523,σποδιάς,NOUN,f,81014,
82536,σπολά,NOUN,f,81027,
82537,σπολάς,NOUN,f,81027,
82604,σπουδαστικός,ADJ,-,81089,
87399,συσπουδαστικός,ADJ,-,81089,
82755,σταυροειδής,ADJ,-,81236,
88391,ταυροειδής,ADJ,-,81236,
82758,σταυροφόρος,ADJ,-,81239,
88422,ταυροφόρος,ADJ,-,81239,
82868,στειρωτικός,ADJ,-,81349,
97981,χειρωτικός,ADJ,-,81349,
82945,στενοχωρέω,VERB,-,81425,
87461,συστενοχωρέω,VERB,-,81425,
82986,στερεοποιέω,VERB,-,81466,
83044,στερροποιέω,VERB,-,81466,
83060,στεφανηφορέω,VERB,-,81537,
87464,συστεφανηφορέω,VERB,-,81537,
83066,στεφανικός,ADJ,-,81543,
83071,στεφανιτικός,ADJ,-,81543,
83079,στεφανόω,VERB,-,81555,
87466,συστεφανόω,VERB,-,81555,
83226,στιπουργός,NOUN,m,81701,WR
83233,στιππουργός,NOUN,m,81701,WR
83235,στιππύϊνος,ADJ,-,81709,WR
83239,στιπύϊνος,ADJ,-,81709,WR
83302,στοιχάς,NOUN,m,81775,
83303,στοιχάς,NOUN,m,81775,
83366,στομάτιον,NOUN,n,81838,
83397,στομωμάτιον,NOUN,n,81838,
83448,στραγγεύομαι,VERB,-,81917,WR
83458,στραγεύομαι,VERB,-,81917,WR
83475,στρατεύω,VERB,-,81943,
87485,συστρατεύω,VERB,-,81943,
83532,στρεπτικός,ADJ,-,81997,
87492,συστρεπτικός,ADJ,-,81997,
90082,τρεπτικός,ADJ,-,81997,
83540,στρέφω,VERB,-,82005,
87493,συστρέφω,VERB,-,82005,
83566,στροβιλέω,VERB,-,82031,
87494,συστροβιλέω,VERB,-,82031,
83610,στρουθιασμός,NOUN,m,82075,
83615,στρουθισμός,NOUN,m,82075,
83666,στρωμάτιον,NOUN,n,82129,
87943,σωμάτιον,NOUN,n,82129,
83714,στυλόω,VERB,-,82174,
91067,τυλόω,VERB,-,82174,
83778,Συβαρίζω,VERB,-,82238,
83779,συβαρίζω,VERB,-,82238,
83888,συγκαλινδέομαι,VERB,-,82343,
84209,συγκυλινδέομαι,VERB,-,82343,
84370,συκοφαντέω,VERB,-,82818,
87423,συσσυκοφαντέω,VERB,-,82818,
84426,σύλλεκτος,ADJ,-,82874,
84427,σύλλεκτρος,ADJ,-,82874,
84522,συμβόλαιον,NOUN,n,82969,
84535,συμβόλιον,NOUN,n,82969,
84946,συμπνέω,VERB,-,83373,
84969,συμπονέω,VERB,-,83373,
84970,συμπονηρεύομαι,VERB,-,83396,
84972,συμπορεύομαι,VERB,-,83396,
85088,σύμφθαρσις,NOUN,f,83510,
85151,σύμφυρσις,NOUN,f,83510,
85185,σύν,ADP,-,83602,
85186,σύν,ADP,-,83602,
85247,συναθλέω,VERB,-,83661,
85381,συναναθλέω,VERB,-,83661,
85267,συναίρεσις,NOUN,f,83681,
85384,συναναίρεσις,NOUN,f,83681,
85338,συναλλύω,VERB,-,83751,WR
85343,συναλύω,VERB,-,83751,WR
85408,συναναλύω,VERB,-,83751,
85428,συναναπλόω,VERB,-,83834,
85537,συναπλόω,VERB,-,83834,
85432,συναναριθμέω,VERB,-,83838,
85648,συναριθμέω,VERB,-,83838,
85434,συναναρτάομαι,VERB,-,83840,
85486,συνανιάομαι,VERB,-,83840,
85475,συνανέρχομαι,VERB,-,83881,
86504,συνέρχομαι,VERB,-,83881,
85521,συναπαρτίζω,VERB,-,83925,
85672,συναρτίζω,VERB,-,83925,
85603,συναπορέω,VERB,-,84006,
85604,συναπορρέω,VERB,-,84006,
85760,συνδείκνυμι,VERB,-,84157,
86179,συνενδείκνυμι,VERB,-,84157,
85771,συνδέομαι,VERB,-,84168,
85945,συνδύομαι,VERB,-,84168,
86184,συνενδύομαι,VERB,-,84168,
85891,συνδίδωμι,VERB,-,84282,
86182,συνενδίδωμι,VERB,-,84282,
85969,σύνεδρος,NOUN,m,84359,
85970,σύνεδρος,NOUN,m,84359,
85976,συνείδησις,NOUN,f,84365,
86841,συνοίδησις,NOUN,f,84365,
86000,συνεισευπορέω,VERB,-,84388,
86551,συνευπορέω,VERB,-,84388,
86007,συνεισπίπτω,VERB,-,84395,
86315,συνεπεισπίπτω,VERB,-,84395,
86045,συνεκθερμαίνω,VERB,-,84432,
86662,συνθερμαίνω,VERB,-,84432,
86095,συνεκπολεμέω,VERB,-,84482,
86096,συνεκπολεμόω,VERB,-,84482,
86113,συνεκτείνω,VERB,-,84499,
86319,συνεπεκτείνω,VERB,-,84499,
86187,συνενεργέω,VERB,-,84569,
86479,συνεργέω,VERB,-,84569,
86188,συνενεργής,ADJ,-,84570,
86481,συνεργής,ADJ,-,84570,
86242,συνεξεργάζομαι,VERB,-,84624,
86323,συνεπεξεργάζομαι,VERB,-,84624,
86325,συνεπερίζω,VERB,-,84704,
86497,συνερίζω,VERB,-,84704,
86328,συνεπευθύνω,VERB,-,84707,
86538,συνευθύνω,VERB,-,84707,
86418,συνεπιστέλλω,VERB,-,84796,
86433,συνεπιτέλλω,VERB,-,84796,
86853,συνοικίδιον,NOUN,n,85211,
86856,συνοικίσιον,NOUN,n,85211,
87050,συντεταγμένως,ADV,-,85404,
87051,συντεταμένως,ADV,-,85404,
87053,συντετηρημένως,ADV,-,85406,
87054,συντετμημένως,ADV,-,85406,
87085,συντομή,NOUN,f,85437,
87086,συντομία,NOUN,f,85437,
87276,συρίζω,VERB,-,85622,
87277,Συρίζω,VERB,-,85622,
87301,σύρος,NOUN,m,85645,
87303,Σύρος,NOUN,m,85645,
87340,συρτός,NOUN,m,85683,
87341,συρτός,NOUN,m,85683,
87516,συσχετήριον,NOUN,n,85842,
87788,σχετήριον,NOUN,n,85842,
87592,σφάκελος,NOUN,m,85917,
94880,φάκελος,NOUN,m,85917,
87599,σφακώδης,ADJ,-,85924,
94897,φακώδης,ADJ,-,85924,
87603,σφαλλός,NOUN,m,85928,
