lemma	pos	gender
μαλθακότης	NOUN	f
μαλθακόφωνος	ADJ	-
μαλθακτήριον	NOUN	n
μαλθακτικός	ADJ	-
μαλθακύνω	VERB	-
μαλθακώδης	ADJ	-
μάλθαξις	NOUN	f
μαλθάσσω	VERB	-
μάλθη	NOUN	f
μαλθώδης	ADJ	-
μάλθων	NOUN	m
μαλιασμός	NOUN	m
μαλιάω	VERB	-
μαλιή	NOUN	f
μαλιναθάλλη	NOUN	f
μάλιον	NOUN	n
μάλιστα	ADV	-
μάλκη	NOUN	f
μαλκιάω	VERB	-
μάλκιος	ADJ	-
μαλκίω	VERB	-
μαλλόδετος	ADJ	-
μαλλοειδής	ADJ	-
μᾶλλον	ADV	-
μαλλός	NOUN	m
μαλλωτάριον	NOUN	n
μαλλωτός	ADJ	-
μαλόβαθρον	NOUN	n
μαλοπάραυος	ADJ	-
μαλός	ADJ	-
μαλόω	VERB	-
Μάμερσα	NOUN	f
Μάμερτος	NOUN	m
μαμιρά	NOUN	f
Μαμμάκυθος	NOUN	m
μαμμᾶν	VERB	-
μάμμη	NOUN	f
μαμμία	NOUN	f
μαμμίδιον	NOUN	n
μαμμικός	ADJ	-
μαμμόθρεπτος	ADJ	-
μαμμοπάτωρ	NOUN	m
μαμμωνυμικῶς	NOUN	n
μαμμῷος	ADJ	-
μανάκιν	NOUN	n
μανάκις	ADV	-
μανάσιος	NOUN	m
μανδάκης	NOUN	m
μάνδαλος	NOUN	m
μανδήλη	NOUN	f
μάνδρα	NOUN	f
μανδραγόρας	NOUN	m
μανδραγοριζομένη	NOUN	f
μανδραγορικός	ADJ	-
μανδραγορίτης	NOUN	m
μάνδρευμα	NOUN	n
μανδύα	NOUN	f
μανδυοειδής	ADJ	-
Μανερῶς	NOUN	m
μάνη	NOUN	f
μάνης	NOUN	m
μανθάνω	VERB	-
μανία	NOUN	f
μανιάκης	NOUN	m
μανιακός	ADJ	-
μανιάς	ADJ	-
μανιάω	VERB	-
μανικός	NOUN	n
μανιόκηπος	ADJ	-
μανίον	NOUN	n
μανιοποιέω	VERB	-
μανιοποιός	ADJ	-
μανιουργέω	VERB	-
μανιώδης	ADJ	-
μάννα	NOUN	f
μαννάριον	NOUN	n
μάννινον	NOUN	n
μάννος	NOUN	m
μαννοφόρος	ADJ	-
μαννώδης	ADJ	-
μανός	ADJ	-
μανοσπορέω	VERB	-
μανόσπορος	ADJ	-
μανόστημος	ADJ	-
μανότης	NOUN	f
μανόφυλλος	ADJ	-
μανόχροος	ADJ	-
μανόω	VERB	-
μαντεία	NOUN	f
μαντεῖον	NOUN	n
μαντεῖος	ADJ	-
μάντευμα	NOUN	n
μαντεύομαι	VERB	-
μαντευτέον	ADJ	-
μαντευτής	NOUN	m
μαντευτικός	ADJ	-
μαντευτός	ADJ	-
μαντεύτρια	NOUN	f
μαντιάρχης	NOUN	m
μαντικός	ADJ	-
μαντίλη	NOUN	f
μαντιπολέω	VERB	-
μαντιπόλος	ADJ	-
μάντις	NOUN	m
μαντιχώρας	NOUN	m
μαντοσύνη	NOUN	f
μαντόσυνος	ADJ	-
μαντῷος	ADJ	-
μανύω	VERB	-
μανώδης	ADJ	-
μάνωσις	NOUN	f
μανωτικός	ADJ	-
μάξεινος	NOUN	m
μάομαι	VERB	-
μαππάριος	NOUN	m
μαππίον	NOUN	n
Μάρ	NOUN	m
μάραγδος	NOUN	m
μάραγνα	NOUN	f
μαραθίς	NOUN	f
μαραθίτης	NOUN	m
μαραθοειδής	ADJ	-
μάραθον	NOUN	n
μάραθρον	NOUN	n
Μαραθών	NOUN	m
Μαραθωνομάχης	NOUN	m
μαραίνω	VERB	-
μάρανσις	NOUN	f
μαραντικός	ADJ	-
Μαράξας	NOUN	m
μάραον	NOUN	n
μαρασμός	NOUN	m
μαρασμώδης	ADJ	-
μαράσσω	VERB	-
μαραυγέω	VERB	-
μαραυγία	NOUN	f
μαργαίνω	VERB	-
μαργαρίδης	NOUN	m
μαργαρίς	NOUN	f
μαργαριτάριον	NOUN	n
μαργαρίτης	NOUN	m
μαργαρογονία	NOUN	f
μάργαρον	NOUN	n
μάργαρος	NOUN	m
μαργάς	NOUN	f
μαργάω	VERB	-
μαργήεις	ADJ	-
μάργηλις	NOUN	f
Μαργιτεία	NOUN	f
Μαργίτης	NOUN	m
Μαργιτομανής	NOUN	f
μαργόομαι	VERB	-
μάργος	ADJ	-
μαργοσύνη	NOUN	f
μαργότης	NOUN	f
μάρδος	NOUN	m
Μάρεια	NOUN	f
μάρη	NOUN	f
Μαριανδυνία	NOUN	f
Μαριανδυνίζω	VERB	-
μαριεύς	NOUN	m
μαρικᾶς	NOUN	m
μαριλευτής	NOUN	m
μαρίλη	NOUN	f
μαρίλιον	NOUN	n
μαριλοκαύτης	NOUN	m
μαριλοπότης	NOUN	m
μαρῖνος	NOUN	m
μάρις	NOUN	m
μαρίσκος	NOUN	m
μαρίω	VERB	-
μαρμαίρω	VERB	-
μαρμαράριος	NOUN	m
μαρμάρειος	ADJ	-
μαρμάρεος	ADJ	-
μαρμαρεργατέω	VERB	-
μαρμαρίζω	VERB	-
μαρμαρικός	ADJ	-
μαρμάρινος	ADJ	-
μαρμαρῖτις	NOUN	f
μαρμαρογλύπτης	NOUN	m
μαρμαρογλυφία	NOUN	f
μαρμαρόεις	ADJ	-
μαρμαροκονία	NOUN	f
μάρμαρον	NOUN	n
μαρμαροποιός	ADJ	-
μαρμαρόπτερος	ADJ	-
μάρμαρος	NOUN	m
μαρμαρουργός	NOUN	m
μαρμαροφεγγής	ADJ	-
μαρμαρόω	VERB	-
μαρμαρυγή	NOUN	f
μαρμάρυγμα	NOUN	n
μαρμαρυγώδης	ADJ	-
μαρμαρύσσω	VERB	-
μαρμαρώδης	ADJ	-
μαρμαρῶπις	NOUN	f
μαρμαρωπός	ADJ	-
μαρμάρωσις	NOUN	f
μαρμαρωσσός	ADJ	-
μάρναμαι	VERB	-
Μάρνας	NOUN	m
μᾶρον	NOUN	n
μαρούλιον	NOUN	n
μάρπτις	NOUN	m
μάρπτω	VERB	-
μάρρον	NOUN	n
μάρσιππος	NOUN	m
Μάρτιος	NOUN	m
μαρτιχόρας	NOUN	m
μάρτυρ	NOUN	m
μαρτυρέω	VERB	-
μαρτύρημα	NOUN	n
μαρτύρησις	NOUN	f
μαρτυρητέον	ADJ	-
μαρτυρητικός	ADJ	-
μαρτυρία	NOUN	f
μαρτύριον	NOUN	n
μαρτυρογράφιον	NOUN	n
μαρτύρομαι	VERB	-
μαρτυροποιέω	VERB	-
μαρτυροποίημα	NOUN	n
μαρτυροποίησις	NOUN	f
μάρτυρος	NOUN	m
μάρτυς	NOUN	m
μαρυκάομαι	VERB	-
Μάρων	NOUN	m
μασάομαι	NOUN	n
μάσδασνος	NOUN	m
μάσημα	NOUN	n
μάσησις	NOUN	f
μασητήρ	NOUN	m
μάσθλημα	NOUN	n
μάσθλης	NOUN	m
μασθλήτινος	ADJ	-
μασθός	NOUN	m
μασθωτόν	NOUN	n
μασίγδουπος	ADJ	-
μασκαύλης	NOUN	m
μάσμα	NOUN	n
μασουάφιον	NOUN	n
μασουχᾶς	NOUN	m
μάσπετον	NOUN	n
Μασσαλία	NOUN	f
μασσάομαι	VERB	-
μάσσω	VERB	-
μάσσων	NOUN	m
μαστάζω	VERB	-
μάσταξ	NOUN	f
μαστάριον	NOUN	n
μασταρύζω	VERB	-
μαστεία	NOUN	f
μάστειρα	NOUN	f
μαστείω	VERB	-
μάστευσις	NOUN	f
μαστευτέον	ADJ	-
μαστευτής	NOUN	m
μαστεύω	VERB	-
μαστήρ	NOUN	m
μαστήριος	ADJ	-
μαστιάω	VERB	-
μαστιγέω	VERB	-
μαστιγίας	NOUN	m
μαστιγιάω	VERB	-
μαστίγιον	NOUN	n
μαστιγονομέομαι	VERB	-
μαστιγονόμος	ADJ	-
μαστιγοφορέω	VERB	-
μαστιγοφόρος	ADJ	-
μαστιγόω	VERB	-
μαστιγώσιμος	ADJ	-
μαστίγωσις	NOUN	f
μαστιγωτέος	ADJ	-
μαστιγωτικός	ADJ	-
μαστίζω	VERB	-
μαστίκτειρα	NOUN	f
μαστίκτωρ	NOUN	m
μαστίον	NOUN	n
μάστιξ	NOUN	f
μάστις	NOUN	f
μαστιστής	NOUN	m
μαστιχᾶτον	NOUN	n
μαστιχάω	VERB	-
μαστιχέλαιον	NOUN	n
μαστίχη	NOUN	f
μαστιχηρά	NOUN	f
μαστίχινος	ADJ	-
μαστίω	VERB	-
μαστόδεσμος	NOUN	m
μαστόδετον	NOUN	n
μαστοειδής	ADJ	-
μαστός	NOUN	m
μαστρεία	NOUN	f
μαστρικός	ADJ	-
μαστροπεία	NOUN	f
μαστροπεύω	VERB	-
μαστροπικός	ADJ	-
μαστροπίς	NOUN	f
μαστροπός	NOUN	m
μαστροπώδης	ADJ	-
μαστρός	NOUN	m
μαστροφός	NOUN	m
μάστρυς	NOUN	f
μαστύς	NOUN	f
μαστώδης	ADJ	-
μασύντης	NOUN	m
μασχάλη	NOUN	f
μασχαλίζω	VERB	-
μασχάλιον	NOUN	n
μασχαλίς	NOUN	f
μασχαλισμός	NOUN	m
μασχαλιστήρ	NOUN	m
ματᾴζω	VERB	-
ματαιάζω	VERB	-
ματαιόκομπος	ADJ	-
ματαιοκοπία	NOUN	f
ματαιολογέω	VERB	-
ματαιολογία	NOUN	f
ματαιολόγος	ADJ	-
ματαιομοχθέω	VERB	-
ματαιοποιός	ADJ	-
ματαιοπονέω	VERB	-
ματαιοπόνημα	NOUN	n
ματαιοπονία	NOUN	f
ματαιοπόνος	ADJ	-
ματαιοπραγέω	NOUN	f
ματαιοπώγων	NOUN	m
μάταιος	ADJ	-
ματαιοσύνη	NOUN	f
ματαιότεκνος	ADJ	-
ματαιοτεχνία	NOUN	f
ματαιότης	NOUN	f
ματαιουργός	ADJ	-
ματαιόφημος	ADJ	-
ματαιοφρονέω	VERB	-
ματαιόφρων	NOUN	m
ματαιοφωνία	NOUN	f
ματαιόφωνος	ADJ	-
ματαιόω	VERB	-
ματαϊσμός	NOUN	m
μάταν	ADV	-
ματάω	VERB	-
ματευτής	NOUN	m
ματεύω	VERB	-
μάτη	NOUN	f
μάτην	ADV	-
ματήρ	NOUN	m
ματία	NOUN	f
ματιολοιχός	NOUN	m
μάτιον	NOUN	n
μάτος	NOUN	n
ματρυλεῖον	NOUN	n
μάτρυλλος	NOUN	m
ματτυάζω	VERB	-
ματτύη	NOUN	f
ματτυοκόπης	NOUN	m
μαῦλις	NOUN	f
μαυλιστής	NOUN	m
μαυρός	ADJ	-
μαυρόω	VERB	-
Μαύσσωλλος	NOUN	m
μαφόριον	NOUN	n
μαφόρτης	NOUN	m
μάχαιρα	NOUN	f
μαχαιρᾶς	NOUN	m
μαχαιρίδιον	NOUN	n
μαχαίριον	NOUN	n
μαχαιρίς	NOUN	f
μαχαιρίων	NOUN	m
μαχαιριωτός	ADJ	-
μαχαιροδέτης	NOUN	m
μαχαιροθήκη	NOUN	f
μαχαιροκοπέω	VERB	-
μαχαιρομαχέω	VERB	-
μαχαιροποιεῖον	NOUN	n
μαχαιροποιός	NOUN	m
μαχαιροπώλης	NOUN	m
μαχαιροπώλιον	NOUN	n
μαχαιρουργός	ADJ	-
μαχαιροφορά	NOUN	f
μαχαιροφορέω	VERB	-
μαχαιροφόρος	ADJ	-
μαχαιρόφυλλον	NOUN	n
μαχαιρωτός	ADJ	-
Μαχανεῖος	NOUN	m
Μαχανεύς	NOUN	m
Μαχανίς	NOUN	f
Μαχανῖτις	NOUN	f
μαχάω	VERB	-
μαχετέον	ADJ	-
μάχη	NOUN	f
μαχήμων	ADJ	-
μαχητέον	ADJ	-
μαχητής	NOUN	m
μαχητικός	ADJ	-
μαχητός	ADJ	-
μαχιμώδης	ADJ	-
μαχλάς	ADJ	-
μαχλεύομαι	VERB	-
μάχλης	NOUN	m
μαχλικός	ADJ	-
μάχλος	ADJ	-
μαχλοσύνη	NOUN	f
μαχλότης	NOUN	f
μάχομαι	VERB	-
μαχομένως	ADV	-
μάψ	ADV	-
μαψίδιος	ADJ	-
μαψιλόγος	ADJ	-
μαψιτόκος	ADJ	-
μαψίφωνος	ADJ	-
μαψυλάκας	NOUN	m
μάω	VERB	-
μεγαβρεμέτης	NOUN	m
μεγάβυξος	NOUN	m
μεγαδάκτυλος	NOUN	m
μεγάδωρος	ADJ	-
μεγαθαμβής	ADJ	-
μεγαθαρσής	ADJ	-
μέγαθος	NOUN	n
μεγάθυμος	ADJ	-
μεγαίνητος	ADJ	-
μεγαίρω	VERB	-
μεγακήτης	ADJ	-
μεγακλεής	ADJ	-
μεγακυδής	ADJ	-
μεγαλάδικος	ADJ	-
μεγαλαλκής	ADJ	-
μεγαλάμπρως	ADV	-
μεγαλάμφοδος	ADJ	-
μεγαλάρτιος	NOUN	m
μεγάλαρτος	ADJ	-
μεγαλαυχέω	VERB	-
μεγαλαύχημα	NOUN	n
μεγαλαύχην	NOUN	m
μεγαλαυχής	ADJ	-
μεγαλαυχητέον	ADJ	-
μεγαλαύχητος	ADJ	-
μεγαλαυχία	NOUN	f
μεγάλαυχος	ADJ	-
μεγαλεῖος	ADJ	-
μεγαλειότης	NOUN	f
μεγαλειωτός	ADJ	-
μεγαλέμπορος	NOUN	m
μεγαλεπίβολος	ADJ	-
μεγαλεπίβουλος	ADJ	-
μεγαληγορέω	VERB	-
μεγαληγορία	NOUN	f
μεγαλήγορος	ADJ	-
μεγαληνορία	NOUN	f
μεγαλήνωρ	NOUN	m
μεγαλήτωρ	NOUN	m
μεγαλήφατος	ADJ	-
μεγαλίζομαι	VERB	-
μεγαλικώτατος	ADJ	-
μεγαλόβιος	ADJ	-
μεγαλοβλαβής	ADJ	-
μεγαλοβόας	NOUN	m
μεγαλοβόος	ADJ	-
μεγαλόβοτος	ADJ	-
μεγαλόβουλος	ADJ	-
μεγαλοβρεμέτης	NOUN	m
μεγαλόβρομος	ADJ	-
μεγαλόβρυχος	ADJ	-
μεγαλόβωλος	ADJ	-
μεγαλογάστωρ	NOUN	m
μεγαλογκία	NOUN	f
μεγαλογνωμονέω	VERB	-
μεγαλογνωμοσύνη	NOUN	f
μεγαλογνώμων	ADJ	-
μεγαλογραφέω	VERB	-
μεγαλογραφία	NOUN	f
μεγαλοδάπανος	ADJ	-
μεγαλόδενδρος	ADJ	-
μεγαλόδηλος	ADJ	-
μεγαλοδοξία	NOUN	f
μεγαλόδοξος	ADJ	-
μεγαλόδουλος	NOUN	m
μεγαλόδους	NOUN	m
μεγαλοδυναμία	NOUN	f
μεγαλοδύναμος	ADJ	-
μεγαλοδωρέομαι	VERB	-
μεγαλοδωρία	NOUN	f
μεγαλόδωρος	ADJ	-
μεγαλοειδῶς	ADV	-
μεγαλοείμων	NOUN	m
μεγαλοεργέω	VERB	-
μεγαλοέργημα	NOUN	n
μεγαλοεργής	ADJ	-
μεγαλοεργία	NOUN	f
μεγαλοεργικός	ADJ	-
μεγαλοεργός	ADJ	-
μεγαλόζηλος	ADJ	-
μεγαλόζωνος	ADJ	-
μεγαλοημέρευσις	NOUN	f
μεγαλόηχος	ADJ	-
μεγαλόθυμος	ADJ	-
μεγαλόθυτον	NOUN	n
μεγάλοιτος	ADJ	-
μεγαλοκαμπής	ADJ	-
μεγαλόκαρπος	ADJ	-
μεγαλόκαυλος	ADJ	-
μεγαλοκευθής	ADJ	-
μεγαλοκέφαλος	ADJ	-
μεγαλοκίνδυνος	ADJ	-
μεγαλοκλεής	ADJ	-
μεγαλοκμής	NOUN	m
μεγαλοκοίλιος	ADJ	-
μεγαλόκολπος	ADJ	-
μεγαλόκορος	ADJ	-
μεγαλοκόρυφος	ADJ	-
μεγαλόκοτος	ADJ	-
μεγαλόκρακτος	ADJ	-
μεγαλοκρατής	ADJ	-
μεγαλοκράτωρ	NOUN	m
μεγαλόκτυπος	ADJ	-
μεγαλοκύμων	ADJ	-
μεγαλόκωλος	ADJ	-
μεγαλόλαλος	ADJ	-
μεγαλόμαζος	ADJ	-
μεγαλομανής	ADJ	-
μεγαλόμασθος	ADJ	-
μεγαλομέρεια	NOUN	f
μεγαλομερής	ADJ	-
μεγαλομέτωπος	ADJ	-
μεγαλόμητις	ADJ	-
μεγαλόμικρος	ADJ	-
μεγαλόμισθος	ADJ	-
μεγαλομοιρία	NOUN	f
μεγαλομυκητής	NOUN	m
μεγαλόνοια	NOUN	f
μεγαλόνοος	ADJ	-
μεγαλοπάθεια	NOUN	f
μεγαλοπάρῃος	ADJ	-
μεγαλοπενθής	ADJ	-
μεγαλόπετρος	ADJ	-
μεγαλοπλούσιος	ADJ	-
μεγαλόπλουτος	ADJ	-
μεγαλόπνοος	ADJ	-
μεγαλοποιέω	VERB	-
μεγαλοπόλεμος	ADJ	-
μεγαλοπολίτης	NOUN	m
μεγαλοπόνηρος	ADJ	-
μεγαλόπορνος	NOUN	m
μεγαλόπους	NOUN	m
μεγαλοπραγία	NOUN	f
μεγαλοπραγμοσύνη	NOUN	f
μεγαλοπράγμων	ADJ	-
μεγαλοπρέπεια	NOUN	f
μεγαλοπρεπής	ADJ	-
μεγαλοπτέρυγος	ADJ	-
μεγαλόπτωχος	NOUN	m
μεγαλόπυλος	ADJ	-
μεγαλόρινος	ADJ	-
μεγαλορρέκτης	NOUN	m
μεγαλορρημονέω	VERB	-
μεγαλορρημονία	NOUN	f
μεγαλορρημοσύνη	NOUN	f
μεγαλορρήμων	ADJ	-
μεγαλόρριζος	ADJ	-
μεγαλορρώξ	NOUN	m
μεγάλος	ADJ	-
μεγαλόσαρκος	ADJ	-
μεγαλοσθενής	ADJ	-
μεγαλόσκιος	ADJ	-
μεγαλοσοφιστής	NOUN	m
μεγαλόσπλαγχνος	ADJ	-
μεγαλόσταχυς	ADJ	-
μεγαλοστένακτος	ADJ	-
μεγαλόστερνος	ADJ	-
μεγαλόστηθος	ADJ	-
μεγαλόστομος	ADJ	-
μεγαλόστονος	ADJ	-
μεγαλόσφυκτος	ADJ	-
μεγαλοσχήμων	ADJ	-
μεγαλοσώματος	ADJ	-
μεγαλόσωμος	ADJ	-
μεγαλότεχνος	NOUN	m
μεγαλότης	NOUN	f
μεγαλότιμος	ADJ	-
μεγαλότολμος	ADJ	-
μεγαλότοξος	ADJ	-
μεγαλουργέω	VERB	-
μεγαλοῦχος	ADJ	-
μεγαλοφανής	ADJ	-
μεγαλοφαρής	ADJ	-
μεγαλοφεγγής	ADJ	-
μεγαλόφθαλμος	ADJ	-
μεγαλόφιλος	ADJ	-
μεγαλόφλεβος	ADJ	-
μεγαλοφρονέω	VERB	-
μεγαλοφροσύνη	NOUN	f
μεγαλόφρων	NOUN	m
μεγαλοφυής	ADJ	-
μεγαλόφυλλος	ADJ	-
μεγαλοφωνέω	VERB	-
μεγαλοφωνία	NOUN	f
μεγαλόφωνος	ADJ	-
μεγαλόχαρτος	ADJ	-
μεγαλοχάσμων	ADJ	-
μεγαλοψόφητος	ADJ	-
μεγαλόψοφος	ADJ	-
μεγαλοψυχέω	VERB	-
μεγαλοψυχία	NOUN	f
μεγαλόψυχος	ADJ	-
μεγαλύνω	VERB	-
μεγαλώδυνος	ADJ	-
μεγάλωμα	NOUN	n
μεγαλώνυμος	ADJ	-
μεγαλωπός	ADJ	-
μεγάλως	ADV	-
μεγαλωστί	ADV	-
μεγαλωσύνη	NOUN	f
μεγαλωφελής	ADJ	-
μεγάνωρ	NOUN	m
Μεγαρεύς	NOUN	m
Μεγαρίζω	VERB	-
Μεγαρικός	ADJ	-
Μεγαριστί	ADV	-
Μεγαρόθεν	ADV	-
Μεγαροῖ	ADV	-
μέγαρον	NOUN	n
μέγαρόνδε	ADV	-
μέγαρσις	NOUN	f
μεγαρτός	ADJ	-
μέγας	ADJ	-
μεγασθενής	ADJ	-
μεγάτιμος	ADJ	-
μεγάτολμος	ADJ	-
μεγαυχής	ADJ	-
μεγαύχητος	ADJ	-
μεγεθικός	ADJ	-
μεγεθόομαι	VERB	-
μεγεθοποιέω	VERB	-
μεγεθοποίησις	NOUN	f
μεγεθοποιός	ADJ	-
μέγεθος	NOUN	n
μεγεθουργία	NOUN	f
μεγεθόω	VERB	-
μεγεθύνω	VERB	-
μεγήριτος	ADJ	-
μεγιστάν	NOUN	m
μεγιστεύω	VERB	-
μεγιστοάνασσα	NOUN	f
μεγιστοπάτωρ	ADJ	-
μεγιστόπολις	ADJ	-
μεγιστόσωμος	ADJ	-
μεγιστότιμος	ADJ	-
Μεγιστώ	NOUN	f
μεδέων	NOUN	m
μεδιμναῖος	ADJ	-
μέδιμνος	NOUN	m
μέδος	NOUN	m
μέδω	NOUN	m
μεθαιρέω	VERB	-
μεθάλλομαι	VERB	-
μεθάμερα	ADV	-
μεθάπτομαι	VERB	-
μεθαρμογή	NOUN	f
μεθαρμόζω	VERB	-
μεθάρμοσις	NOUN	f
μεθεδράζω	VERB	-
μεθεκτέον	ADJ	-
μεθεκτικός	ADJ	-
μεθεκτός	ADJ	-
μεθελκυστέον	VERB	-
μεθέλκω	VERB	-
μέθεξις	NOUN	f
μεθέορτος	ADJ	-
μεθέπω	VERB	-
μεθερμηνευτικός	ADJ	-
μεθερμηνεύω	VERB	-
μεθερπύζω	VERB	-
μεθέρπω	VERB	-
μέθεσις	NOUN	f
μεθετέον	VERB	-
μεθέτερος	ADJ	-
μεθετικός	ADJ	-
μέθη	NOUN	f
μεθήκω	VERB	-
μέθημαι	VERB	-
μεθημερινός	ADJ	-
μεθημέριος	ADJ	-
μεθημοσύνη	NOUN	f
μεθήμων	ADJ	-
μεθίδρυσις	NOUN	f
μεθιζάνω	VERB	-
μεθίημι	VERB	-
μεθιππεύω	VERB	-
μεθίπταμαι	VERB	-
μεθιστάνω	VERB	-
μεθίστημι	VERB	-
μεθοδεία	NOUN	f
μεθόδευμα	NOUN	n
μεθοδευτέον	ADJ	-
μεθοδευτής	NOUN	m
μεθοδευτικός	ADJ	-
μεθοδεύω	VERB	-
μεθοδηγέω	VERB	-
μεθοδικός	ADJ	-
μεθόδιον	NOUN	n
μεθοδίτης	NOUN	m
μέθοδος	NOUN	f
μεθολκή	NOUN	f
μεθομήρεος	NOUN	m
μεθομιλέω	VERB	-
μεθομοίωσις	NOUN	f
μεθόπιον	NOUN	n
μεθόριος	ADJ	-
μεθορκόω	VERB	-
μεθορμάομαι	VERB	-
μεθορμίζω	VERB	-
μέθυ	NOUN	n
μεθυδότης	NOUN	m
μεθυδριάς	NOUN	f
μεθυδώτης	NOUN	m
μεθυμναῖος	NOUN	m
μεθυπάρχω	VERB	-
μεθυπερβατῶς	ADV	-
μεθυπῖδαξ	NOUN	m
μεθυπλήξ	NOUN	m
μεθυποδέομαι	VERB	-
μεθυποστρέψιμος	ADJ	-
μεθυπόστρωσις	NOUN	f
μεθυποχώρησις	NOUN	f
μεθύσης	NOUN	m
μέθυσις	NOUN	f
μεθύσκω	VERB	-
μέθυσμα	NOUN	n
μεθυσοκότταβος	ADJ	-
μέθυσος	ADJ	-
μεθυσοχάρυβδις	NOUN	f
μεθυστάς	ADJ	-
μεθύστερος	ADJ	-
μεθυστής	NOUN	m
μεθυστικός	ADJ	-
μεθύστρια	NOUN	f
μεθυσφαλέω	VERB	-
μεθυσφαλής	ADJ	-
μεθυτρόφος	ADJ	-
μεθυχάρμων	ADJ	-
μεθύω	VERB	-
μειαγωγέω	NOUN	n
μείγνυμι	VERB	-
μειδάμων	NOUN	m
μειδάω	VERB	-
μείδημα	NOUN	n
μειδίαμα	NOUN	n
μειδίασμα	NOUN	n
μειδιασμός	NOUN	m
μειδιαστικός	NOUN	n
μειδιάω	VERB	-
μειζονάκις	ADV	-
μειζονία	NOUN	f
μειζονότης	NOUN	f
μείης	NOUN	m
μεῖλαξ	NOUN	m
μειλικτήριος	ADJ	-
μειλικτικός	ADV	-
μειλικτός	ADJ	-
μειλίνεος	ADJ	-
Μειλινόη	NOUN	f
μείλινος	ADJ	-
μείλιξις	NOUN	f
μείλιον	NOUN	n
μειλίσσω	VERB	-
μειλίχη	NOUN	f
μειλιχία	NOUN	f
μειλιχιεῖον	NOUN	n
μειλίχιος	ADJ	-
μείλιχμα	NOUN	n
μειλιχόβουλος	ADJ	-
μειλιχόδωρος	ADJ	-
μειλιχόθυμος	ADJ	-
μειλιχόμειδος	ADJ	-
μείλιχος	ADJ	-
μειλιχώδης	ADJ	-
μεῖον	NOUN	n
μειονεκτέω	VERB	-
μειονεκτικός	ADJ	-
μειονεξία	NOUN	f
μειοπυρεξία	NOUN	f
μειότης	NOUN	f
μειόφρων	NOUN	m
μειόω	VERB	-
μειρακεύομαι	VERB	-
μειρακιεία	NOUN	f
μειρακιεξαπάτης	NOUN	m
μειρακιεύομαι	VERB	-
μειράκιον	NOUN	n
μειρακιόομαι	VERB	-
μειρακίσκη	NOUN	f
μειρακίσκος	NOUN	m
μειρακιώδης	ADJ	-
μειρακιωδία	NOUN	f
μειρακύλλιον	NOUN	n
μεῖραξ	NOUN	f
μείρομαι	VERB	-
μείς	NOUN	m
μεῖστος	ADJ	-
μεῖχμα	NOUN	n
μείωμα	NOUN	n
μείων	ADJ	-
μειώνυμος	ADJ	-
μείωσις	NOUN	f
μειωτέον	ADJ	-
μειώτης	NOUN	m
μειωτικός	ADJ	-
μειωτός	ADJ	-
μελάγγαιος	ADJ	-
μελαγγραφής	ADJ	-
μελαγκευθής	ADJ	-
μελάγκολπος	ADJ	-
μελαγκόμης	NOUN	m
μελαγκορυφίζω	VERB	-
μελαγκόρυφος	NOUN	m
μελάγκουρος	ADJ	-
μελάγκραιρα	NOUN	f
μελαγκρανίς	NOUN	f
μελαγκρήπις	NOUN	m
μελάγκροκος	ADJ	-
μελάγκωπος	ADJ	-
μελαγχαίτης	NOUN	m
μελάγχιμος	ADJ	-
μελαγχίτων	NOUN	m
μελάγχλαινος	ADJ	-
μελάγχλωρος	ADJ	-
μελαγχολάω	VERB	-
μελαγχολία	NOUN	f
μελαγχολικός	ADJ	-
μελάγχολος	ADJ	-
μελαγχολώδης	ADJ	-
μελάγχροος	NOUN	m
μελάθρα	NOUN	f
μέλαθρον	NOUN	n
μελαθρόω	VERB	-
μέλαινα	NOUN	f
μελαινάς	NOUN	f
μελαινίς	NOUN	f
μελαινονεφής	ADJ	-
μελαίνω	VERB	-
μελαμβαθής	ADJ	-
μελαμβαφής	ADJ	-
μελάμβιος	ADJ	-
μελάμβοος	ADJ	-
μελαμβόρειος	ADJ	-
μελάμβωλος	ADJ	-
μελαμπαγής	ADJ	-
μελάμπεπλος	ADJ	-
μελαμπέταλος	ADJ	-
μελαμπεταλοχίτων	ADJ	-
μελάμπετρος	ADJ	-
μελαμπόδιον	NOUN	n
μελαμπόρφυρος	ADJ	-
μελάμπους	NOUN	m
μελαμπράσιον	NOUN	n
μελάμπρῳρος	ADJ	-
μελάμπυγος	ADJ	-
μελάμπυρον	NOUN	n
μελαμφαής	ADJ	-
μελαμφαρής	ADJ	-
μελάμφυλλος	NOUN	n
μελάμφωνος	ADJ	-
μελαμψήφις	NOUN	m
μελαμψίθιος	NOUN	m
μελάμψωρος	ADJ	-
μέλαν	NOUN	n
μέλαν	NOUN	n
μελανάετος	NOUN	m
μελάναιγις	NOUN	m
μελαναίων	NOUN	m
μελαναυγής	ADJ	-
μελάνδειρος	NOUN	m
μελάνδετος	ADJ	-
μελανδίνης	NOUN	m
μελανδόκος	ADJ	-
μελανδόχιον	NOUN	n
μελάνδρυον	NOUN	n
μελάνδρυος	ADJ	-
μελάνδρυς	NOUN	m
μελανειδέω	VERB	-
μελανειμονέω	VERB	-
μελανειμοσύνη	NOUN	f
μελανείμων	ADJ	-
μελανέω	VERB	-
μελάνζοφος	ADJ	-
μελάνζωνος	ADJ	-
μελανηφόρος	ADJ	-
