lemma	pos	gender
α	NOUN	n
α	NOUN	n
ἆ	VERB	-
ἃ	PRON	-
ἀάατος	ADJ	-
ἀαγής	ADJ	-
ἀάζω	VERB	-
ἀακίδωτος	ADJ	-
ἄανθα	NOUN	f
ἀάπλετος	ADJ	-
ἄαπτος	ADJ	-
ἀασιφρονία	NOUN	f
ἀασμός	NOUN	m
ἀατήρ	NOUN	m
ἄατος	ADJ	-
ἀάω	VERB	-
ἀβαθής	ADJ	-
ἄβαθρος	ADJ	-
ἀβακέω	VERB	-
ἀβακής	ADJ	-
ἀβακίζομαι	VERB	-
ἀβάκιον	NOUN	n
ἀβακίσκος	NOUN	m
ἀβακοειδής	ADJ	-
ἀβάκχευτος	ADJ	-
ἀβακχίωτος	ADJ	-
ἀβαμβάκευτος	ADJ	-
ἄβαξ	NOUN	m
ἀβάπτιστος	ADJ	-
ἄβαπτος	ADJ	-
ἀβαρβάριστος	ADJ	-
ἀβαρής	ADJ	-
ἀβασάνιστος	ADJ	-
ἀβασίλευτος	ADJ	-
ἀβασκάνιστος	ADJ	-
ἀβάσκανος	ADJ	-
ἀβάσκαντος	ADJ	-
ἀβάστακτος	ADJ	-
ἀβατόομαι	VERB	-
ἄβατος	NOUN	n
ἀβαφής	ADJ	-
ἀβδέλυκτος	ADJ	-
Ἀβδηρίτης	NOUN	m
ἄβδης	NOUN	m
ἀβέβαιος	ADJ	-
ἀβεβαιότης	NOUN	f
ἀβέβηλος	ADJ	-
ἀβελτέρειος	ADJ	-
ἀβελτερεύομαι	VERB	-
ἀβελτερία	NOUN	f
ἀβελτεροκόκκυξ	NOUN	m
ἀβέλτερος	ADJ	-
ἀβίαστος	ADJ	-
ἀβίβαστος	ADJ	-
ἀβίβλης	NOUN	m
ἄβιος	ADJ	-
ἀβίοτος	ADJ	-
ἀβιωτοποιός	ADJ	-
ἀβίωτος	NOUN	n
ἀβλάβεια	NOUN	f
ἀβλαβής	ADJ	-
ἀβλαβία	NOUN	f
ἄβλαπτος	ADJ	-
ἀβλαστέω	VERB	-
ἄβλαστος	ADJ	-
ἀβλάστητος	ADJ	-
ἄβλαυτος	ADJ	-
ἀβλεμής	ADJ	-
ἀβλεννής	ADJ	-
ἀβλεπτέω	VERB	-
ἀβλέπτημα	NOUN	n
ἄβλεπτος	ADJ	-
ἀβλέφαρος	ADJ	-
ἀβλεψία	NOUN	f
ἀβλής	NOUN	m
ἄβλητος	ADJ	-
ἀβληχής	ADJ	-
ἀβληχρής	ADJ	-
ἀβληχρός	ADJ	-
ἀβοατί	ADV	-
ἀβοηθησία	NOUN	f
ἀβοήθητος	ADJ	-
ἀβοηθί	ADV	-
ἀβοητί	ADV	-
ἀβόητος	ADJ	-
ἀβολέω	VERB	-
ἀβολητύς	NOUN	f
ἀβολήτωρ	NOUN	m
ἀβόλλα	NOUN	f
ἄβολος	ADJ	-
ἀβόρβορος	ADJ	-
ἄβορος	ADJ	-
ἀβοσκής	ADJ	-
ἀβόσκητος	ADJ	-
ἄβοτος	ADJ	-
ἀβουλεί	ADV	-
ἀβούλευτος	ADJ	-
ἀβουλέω	VERB	-
ἀβούλητος	ADJ	-
ἀβουλία	NOUN	f
ἄβουλος	ADJ	-
ἀβούτης	NOUN	m
ἅβρα	NOUN	f
ἀβραμίδιον	NOUN	n
ἀβραμίς	NOUN	f
ἀβραμύας	NOUN	m
ἄβραχος	ADJ	-
ἄβρεκτος	ADJ	-
ἁβρίζομαι	VERB	-
ἀβριθής	ADJ	-
ἄβρικτος	ADJ	-
ἁβροβάτης	NOUN	m
ἁβρόβιος	ADJ	-
ἁβροβόστρυχος	ADJ	-
ἁβρόγοος	ADJ	-
ἁβρόδαις	NOUN	m
ἁβροδίαιτα	NOUN	f
ἁβροδίαιτος	ADJ	-
ἁβροείμων	ADJ	-
ἁβροκόμης	NOUN	m
ἀβρόμιος	ADJ	-
ἁβρομίτρης	NOUN	m
ἄβρομος	ADJ	-
ἁβροπάρθενοι	ADJ	-
ἁβροπέδιλος	ADJ	-
ἁβροπενθής	ADJ	-
ἁβροπέτηλος	ADJ	-
ἁβρόπηνος	ADJ	-
ἁβρόπλουτος	ADJ	-
ἁβρός	ADJ	-
ἁβροσία	NOUN	f
ἁβροσταγής	ADJ	-
ἁβροσύνη	NOUN	f
ἁβρόσφυρος	ADJ	-
ἀβροτάζω	NOUN	f
ἁβρότης	NOUN	f
ἁβρότιμος	ADJ	-
ἀβροτίνη	NOUN	f
ἀβροτόνινος	ADJ	-
ἀβροτονίτης	ADJ	-
ἀβρότονον	NOUN	n
ἄβροτος	ADJ	-
ἁβροχαίτης	NOUN	m
ἀβροχέω	VERB	-
ἀβροχία	NOUN	f
ἀβροχικός	ADJ	-
ἀβρόχιστος	ADJ	-
ἄβροχος	ADJ	-
ἁβροχίτων	NOUN	m
ἁβρυντής	NOUN	m
ἁβρύνω	VERB	-
ἅβρωμα	NOUN	n
ἄβρωμος	ADJ	-
Ἄβρων	NOUN	m
ἀβρώς	NOUN	m
ἀβρωσία	NOUN	f
ἄβρωτος	ADJ	-
Ἄβυδος	NOUN	f
ἀβύθητος	ADJ	-
ἄβυθος	ADJ	-
ἀβύρσευτος	ADJ	-
ἀβυρτάκη	NOUN	f
ἀβυρτακοποιός	ADJ	-
ἀβυρτακώδης	ADJ	-
ἄβυσσος	ADJ	-
ἀβωλόκοπος	ADJ	-
ἄβωλος	ADJ	-
ἄβως	ADJ	-
ἀγάζω	VERB	-
ἀγαθάγγελος	ADJ	-
ἀγαθαίνω	VERB	-
ἀγαθείκελος	ADJ	-
ἀγαθίδιον	NOUN	n
ἀγαθικός	ADJ	-
ἀγαθίς	NOUN	f
ἀγαθογονία	NOUN	f
ἀγαθοδαιμονέω	VERB	-
ἀγαθοδαιμονητικός	ADJ	-
ἀγαθοδαιμονιασταί	ADV	-
ἀγαθοδαίμων	NOUN	m
ἀγαθοδοσία	NOUN	f
ἀγαθοδότης	NOUN	m
ἀγαθοειδής	ADJ	-
ἀγαθοεργασία	NOUN	f
ἀγαθοεργέω	VERB	-
ἀγαθοεργία	NOUN	f
ἀγαθοεργός	ADJ	-
ἀγαθοθέλεια	NOUN	f
ἀγαθοθελής	ADJ	-
ἀγαθολογέω	VERB	-
ἀγαθοποιέω	VERB	-
ἀγαθοποίησις	NOUN	f
ἀγαθοποιία	NOUN	f
ἀγαθοποιός	ADJ	-
ἀγαθός	NOUN	n
ἀγαθότης	NOUN	f
ἀγαθοτυχέω	VERB	-
ἀγαθουργέω	VERB	-
ἀγαθοφανής	ADJ	-
ἀγαθοφόρος	NOUN	n
ἀγαθόφρων	ADJ	-
ἀγαθόω	VERB	-
ἀγάθυνσις	NOUN	f
ἀγαθύνω	VERB	-
ἀγάθωμα	NOUN	n
ἀγαθωσύνη	NOUN	f
ἀγαίομαι	VERB	-
ἀγαῖος	ADJ	-
ἀγακλεής	ADJ	-
ἀγακλειτός	ADJ	-
ἀγακλυτός	ADJ	-
ἀγακτιμένη	VERB	-
ἀγαλακτία	NOUN	f
ἀγάλακτος	ADJ	-
ἀγάλαξ	NOUN	m
ἀγαλλίαμα	NOUN	n
ἀγαλλίασις	NOUN	f
ἀγαλλιάω	VERB	-
ἀγαλλίς	NOUN	f
ἀγάλλω	VERB	-
ἄγαλμα	NOUN	n
ἀγαλματίας	NOUN	m
ἀγαλμάτιον	NOUN	n
ἀγαλματίτης	NOUN	m
ἀγαλματογλύφος	NOUN	m
ἀγαλματοποιέω	VERB	-
ἀγαλματοποιητικός	NOUN	f
ἀγαλματοποιικός	NOUN	n
ἀγαλματοποιός	NOUN	m
ἀγαλματουργία	NOUN	f
ἀγαλματουργικός	ADJ	-
ἀγαλματουργός	ADJ	-
ἀγαλματοφορέω	VERB	-
ἀγαλματοφόρος	ADJ	-
ἀγαλματοφώρας	NOUN	m
ἀγαλματόω	VERB	-
ἀγαλματώδης	ADJ	-
ἀγαλμοειδής	ADJ	-
ἀγάλοχον	NOUN	n
ἄγαλσις	NOUN	f
ἄγαμαι	VERB	-
Ἀγαμέμνων	NOUN	m
ἀγαμένως	ADV	-
ἀγάμετος	ADJ	-
ἀγαμία	NOUN	f
ἀγαμίου	ADV	-
ἄγαμος	ADJ	-
ἄγαν	ADV	-
ἀγανακτέω	VERB	-
ἀγανάκτησις	NOUN	f
ἀγανακτητέον	ADJ	-
ἀγανακτητικός	ADJ	-
ἀγανακτητός	ADJ	-
ἀγανακτικός	ADJ	-
ἀγάννιφος	ADJ	-
ἀγανοβλέφαρος	ADJ	-
ἀγανόμματος	ADJ	-
ἀγανός	ADJ	-
ἄγανος	ADJ	-
ἀγανοφροσύνη	NOUN	f
ἀγανόφρων	ADJ	-
ἀγανῶπις	NOUN	f
ἀγάνωτος	ADJ	-
ἀγάομαι	VERB	-
ἀγαπάζω	VERB	-
ἀγαπάω	VERB	-
ἀγάπη	NOUN	f
ἀγάπημα	NOUN	n
ἀγαπήνωρ	NOUN	m
ἀγάπησις	NOUN	f
ἀγαπησμός	NOUN	m
ἀγαπητέος	ADJ	-
ἀγαπητικός	ADJ	-
ἀγαπητός	ADJ	-
ἀγαρικόν	NOUN	n
ἄγαρρις	NOUN	f
ἀγάρροος	ADJ	-
ἀγασθενής	ADJ	-
ἄγασις	NOUN	f
ἄγασμα	NOUN	n
ἀγάστονος	ADJ	-
ἀγαστός	ADJ	-
ἀγάστωρ	NOUN	m
ἀγασυλλίς	NOUN	f
ἀγάσυρτος	NOUN	m
ἀγατός	ADJ	-
ἀγαυός	ADJ	-
ἀγαυρίαμα	NOUN	n
ἀγαυριάομαι	VERB	-
ἀγαύρισμα	NOUN	n
ἀγαυρός	ADJ	-
ἀγάφθεγκτος	ADJ	-
ἀγάω	VERB	-
ἀγγαρεία	NOUN	f
ἀγγαρευτής	NOUN	m
ἀγγαρεύω	VERB	-
ἄγγαρος	NOUN	m
ἀγγαροφορέω	VERB	-
ἀγγείδιον	NOUN	n
ἀγγειολογέω	NOUN	f
ἀγγεῖον	NOUN	n
ἀγγειοτομία	NOUN	f
ἀγγειώδης	ADJ	-
ἀγγελία	NOUN	f
ἀγγελιαφορέω	VERB	-
ἀγγελιαφόρος	ADJ	-
ἀγγελικός	ADJ	-
ἀγγελιώτης	NOUN	m
ἀγγέλλω	VERB	-
ἄγγελμα	NOUN	n
ἄγγελος	NOUN	m
ἀγγέλτειρα	NOUN	f
ἀγγελτικός	ADJ	-
ἀγγοθήκη	NOUN	f
ἄγγος	NOUN	n
ἄγγων	NOUN	m
ἄγδην	ADV	-
ἄγε	VERB	-
ἀγέγωνος	ADJ	-
ἄγεθλον	NOUN	n
ἄγειος	ADJ	-
ἀγείρατος	ADJ	-
ἀγείρω	VERB	-
ἀγείσωτος	ADJ	-
ἀγείτων	ADJ	-
ἀγελάζομαι	VERB	-
ἀγελαιοκομικός	ADJ	-
ἀγελαῖος	ADJ	-
ἀγελαιοτροφία	NOUN	f
ἀγελαιοτροφικός	ADJ	-
ἀγελαιοτρόφος	ADJ	-
ἀγελαιών	NOUN	m
ἀγελαρχέω	VERB	-
ἀγελάρχης	NOUN	m
ἀγελαρχία	NOUN	f
ἀγέλασμα	NOUN	n
ἀγελαστέω	VERB	-
ἀγελαστί	ADV	-
ἀγελαστικός	ADJ	-
ἀγέλαστος	ADJ	-
ἀγελάτης	NOUN	m
ἀγελείη	NOUN	f
ἀγέλη	NOUN	f
ἀγεληδόν	ADV	-
ἀγέληθεν	ADV	-
ἀγεληκόμος	ADJ	-
ἀγελήτης	NOUN	m
ἀγελητρόφος	NOUN	m
ἀγελικός	ADJ	-
ἀγελισμός	NOUN	m
ἀγέλοιος	ADJ	-
ἄγελος	NOUN	m
ἀγέμιστος	ADJ	-
ἀγενεαλόγητος	ADJ	-
ἀγένεια	NOUN	f
ἀγένειος	ADJ	-
ἀγενής	ADJ	-
ἀγενησία	NOUN	f
ἀγένητος	ADJ	-
ἀγέννεια	NOUN	f
ἀγεννής	ADJ	-
ἀγεννησία	NOUN	f
ἀγέννητος	ADJ	-
ἀγεννίζω	VERB	-
ἁγέομαι	VERB	-
ἀγέραστος	ADJ	-
ἀγερέθω	VERB	-
ἄγερθεν	ADV	-
ἀγερμός	NOUN	m
ἀγερμοσύνη	NOUN	f
ἀγερσικύβηλις	NOUN	m
ἄγερσις	NOUN	f
ἀγέρτης	NOUN	m
ἀγερωχία	NOUN	f
ἀγέρωχος	ADJ	-
ἀγέστρατος	NOUN	m
ἀγευστία	NOUN	f
ἄγευστος	ADJ	-
ἀγεωμέτρητος	ADJ	-
ἀγεωργησία	NOUN	f
ἀγεώργητος	ADJ	-
ἄγη	NOUN	f
ἀγή	NOUN	f
ἀγηθής	ADJ	-
ἀγηλατέω	VERB	-
ἀγήλατος	ADJ	-
ἄγημα	NOUN	n
ἀγηνόρειος	ADJ	-
ἀγηνορέω	VERB	-
ἀγηνορία	NOUN	f
ἀγήνωρ	NOUN	m
ἀγήραντος	ADJ	-
ἀγήραος	ADJ	-
ἀγηρασία	NOUN	f
ἀγήρατον	NOUN	n
ἀγήρατος	NOUN	m
ἀγήρατος	NOUN	m
ἁγής	ADJ	-
Ἀγήσανδρος	NOUN	m
ἀγησίλαος	NOUN	m
ἀγησίχορος	ADJ	-
ἀγητός	ADJ	-
Ἀγήτωρ	NOUN	m
ἁγιάζω	VERB	-
ἁγίασμα	NOUN	n
ἁγιασμός	NOUN	m
ἁγιαστήριον	NOUN	n
ἁγιαστία	NOUN	f
ἁγιαφόρος	ADJ	-
ἀγίγαρτος	ADJ	-
ἁγίζω	VERB	-
ἀγινέω	VERB	-
ἁγιολόγος	ADJ	-
ἁγιοποιέω	VERB	-
ἅγιος	NOUN	n
ἁγιότης	NOUN	f
ἁγισμός	NOUN	m
ἁγιστεία	NOUN	f
ἁγίστευμα	NOUN	n
ἁγιστεύω	VERB	-
ἁγιστός	ADJ	-
ἁγιστύς	NOUN	f
ἁγιώδως	ADV	-
ἁγιωσύνη	NOUN	f
ἀγκάζομαι	VERB	-
ἄγκαθεν	ADV	-
ἀγκάλη	NOUN	f
ἀγκαλιδαγωγέω	VERB	-
ἀγκαλιδαγωγός	ADJ	-
ἀγκαλίδη	NOUN	f
ἀγκαλίζομαι	VERB	-
ἀγκαλίς	NOUN	f
ἀγκάλισμα	NOUN	n
ἀγκαλισμός	NOUN	m
ἄγκαλος	NOUN	m
ἀγκάς	ADV	-
ἀγκή	NOUN	f
ἀγκιστρεία	NOUN	f
ἀγκιστρευτικός	ADJ	-
ἀγκιστρεύω	VERB	-
ἀγκίστριον	NOUN	n
ἀγκιστρόδετος	ADJ	-
ἀγκιστροειδής	ADJ	-
ἄγκιστρον	NOUN	n
ἀγκιστροπώλης	NOUN	m
ἀγκιστροφάγος	ADJ	-
ἀγκιστρώδης	ADJ	-
ἀγκιστρωτός	ADJ	-
ἀγκλάριον	NOUN	n
ἀγκλίνω	NOUN	n
ἄγκοινα	NOUN	f
ἀγκοινίζω	VERB	-
ἀγκονίω	VERB	-
ἄγκος	NOUN	n
ἀγκοτύλη	NOUN	f
ἀγκτήρ	NOUN	m
ἀγκυλένδετος	ADJ	-
ἀγκυλέομαι	VERB	-
ἀγκύλη	NOUN	f
ἀγκυλητός	NOUN	n
ἀγκυλιδωτός	ADJ	-
ἀγκυλίζομαι	VERB	-
ἀγκύλιον	NOUN	n
ἀγκυλίς	NOUN	f
ἀγκύλλω	VERB	-
ἀγκυλοβλέφαρον	NOUN	n
ἀγκυλόγλωσσον	NOUN	n
ἀγκυλογλώχιν	NOUN	m
ἀγκυλόδειρος	ADJ	-
ἀγκυλόδους	NOUN	m
ἀγκυλοειδής	ADJ	-
ἀγκυλοκοπέω	VERB	-
ἀγκυλόκυκλος	ADJ	-
ἀγκυλόκωλος	ADJ	-
ἀγκυλομαχία	NOUN	f
ἀγκυλομήτης	NOUN	m
ἀγκυλόμητις	NOUN	m
ἀγκυλόπους	NOUN	m
ἀγκύλος	ADJ	-
ἀγκυλότοξος	ADJ	-
ἀγκυλοχείλης	NOUN	m
ἀγκυλοχήλης	NOUN	m
ἀγκυλόω	VERB	-
ἀγκύλωμα	NOUN	n
ἀγκύλωσις	NOUN	f
ἀγκυλωτός	ADJ	-
ἄγκυρα	NOUN	f
ἀγκυρηβόλιον	NOUN	n
ἀγκυρίζω	VERB	-
ἀγκύριον	NOUN	n
ἀγκύρισμα	NOUN	n
ἀγκυροβολέω	VERB	-
ἀγκυροβόλιον	NOUN	n
ἀγκυροειδής	ADJ	-
ἀγκυρόμαχος	NOUN	m
ἀγκυρομήλη	NOUN	f
ἀγκυρουχία	NOUN	f
ἀγκυρωτός	ADJ	-
ἀγκών	NOUN	m
ἀγκώνη	NOUN	f
ἀγκωνίζω	VERB	-
ἀγκώνιον	NOUN	n
ἀγκωνίσκιον	NOUN	n
ἀγκωνίσκος	NOUN	m
ἀγκωνισμός	NOUN	m
ἀγκωνόδεσμος	ADJ	-
ἀγκωνοειδής	ADJ	-
ἀγλαέθειρος	ADJ	-
ἀγλάϊσμα	NOUN	n
ἀγλαϊσμός	NOUN	m
ἀγλαϊστός	ADJ	-
ἀγλαόβοτρυς	ADJ	-
ἀγλαόγυιος	ADJ	-
ἀγλαόδενδρος	ADJ	-
ἀγλαόδωρος	ADJ	-
ἀγλαοεργός	ADJ	-
ἀγλαόθρονος	ADJ	-
ἀγλαόθυμος	ADJ	-
ἀγλαόκαρπος	ADJ	-
ἀγλαόκουρος	ADJ	-
ἀγλαόκωμος	ADJ	-
ἀγλαομειδής	ADJ	-
ἀγλαόμητις	NOUN	m
ἀγλαομορφέω	VERB	-
ἀγλαόμορφος	ADJ	-
ἀγλαόπαις	NOUN	m
ἀγλαόπεπλος	ADJ	-
ἀγλαόπηχυς	ADJ	-
ἀγλαόπιστος	ADJ	-
ἀγλαοποιέω	VERB	-
ἀγλαός	ADJ	-
ἀγλαότιμος	ADJ	-
ἀγλαοτρίαινα	NOUN	m
ἀγλαόφαντον	NOUN	n
ἀγλαοφεγγής	ADJ	-
ἀγλαόφημος	ADJ	-
ἀγλαόφοιτος	ADJ	-
ἀγλαόφορτος	ADJ	-
ἀγλαόφωνος	ADJ	-
ἀγλαοφῶτις	NOUN	f
ἀγλαόχαρτος	ADJ	-
ἄγλαυρος	NOUN	f
ἀγλαφύρως	ADV	-
ἀγλαώψ	NOUN	m
ἀγλευκής	ADJ	-
ἀγλίη	NOUN	f
ἀγλιθάριον	NOUN	n
ἄγλις	NOUN	f
ἄγλισχρος	ADJ	-
ἄγλυ	VERB	-
ἀγλυκής	ADJ	-
ἄγλυφος	ADJ	-
ἀγλωσσία	NOUN	f
ἄγλωσσος	ADJ	-
ἄγμα	NOUN	n
ἀγμός	NOUN	m
ἄγναμπτος	ADJ	-
ἄγναπτος	ADJ	-
ἄγναφος	ADJ	-
ἁγνεία	NOUN	f
ἅγνευμα	NOUN	n
ἁγνευτήριον	NOUN	n
ἁγνευτικός	ADJ	-
ἁγνεύτρια	NOUN	f
ἁγνεύω	VERB	-
ἀγνέω	VERB	-
ἁγνεών	NOUN	m
ἁγνιασμός	NOUN	m
ἁγνίζω	VERB	-
ἄγνινος	ADJ	-
ἅγνισμα	NOUN	n
ἁγνισμός	NOUN	m
ἁγνιστέος	ADJ	-
ἁγνιστήριον	NOUN	n
ἁγνιστής	NOUN	m
ἁγνιστικός	ADJ	-
ἁγνίτης	NOUN	m
ἀγνοέω	VERB	-
ἀγνόημα	NOUN	n
ἀγνοηματίζω	VERB	-
ἀγνόησις	NOUN	f
ἀγνοητέον	VERB	-
ἀγνοητικός	ADJ	-
ἀγνοητός	ADJ	-
ἄγνοια	NOUN	f
ἀγνόκοκκος	NOUN	m
ἀγνοούντως	ADV	-
ἁγνοπολέομαι	VERB	-
ἁγνοπόλος	ADJ	-
ἁγνόρυτος	ADJ	-
ἁγνός	ADJ	-
ἄγνος	NOUN	f
ἁγνόστομος	ADJ	-
ἁγνοσύνη	NOUN	f
ἁγνοτελής	ADJ	-
ἁγνότης	NOUN	f
ἄγνυμι	VERB	-
ἄγνυον	NOUN	n
ἀγνύς	NOUN	f
ἀγνώδης	ADJ	-
ἀγνωμονεύω	VERB	-
ἀγνωμονέω	VERB	-
ἀγνωμοσύνη	NOUN	f
ἀγνώμων	ADJ	-
ἀγνώριστος	ADJ	-
ἀγνώς	NOUN	m
ἀγνωσία	NOUN	f
ἀγνώσσω	VERB	-
ἀγνωστί	ADV	-
ἄγνωστος	ADJ	-
ἀγνωτίδιον	NOUN	n
ἄγνωτος	ADJ	-
ἀγξηραίνω	VERB	-
ἄγξις	NOUN	f
ἀγόγγυστος	ADJ	-
ἀγοήτευτος	ADJ	-
ἀγόμφιος	ADJ	-
ἀγόνατος	ADJ	-
ἀγονέω	VERB	-
ἀγονία	NOUN	f
ἄγονος	NOUN	n
ἄγοος	ADJ	-
ἀγορά	NOUN	f
ἀγοράζω	VERB	-
ἀγοραῖος	ADJ	-
ἀγορανομέω	VERB	-
ἀγορανομία	NOUN	f
ἀγορανομικός	ADJ	-
ἀγορανόμιον	NOUN	n
ἀγορανόμιος	ADJ	-
ἀγορανόμος	NOUN	m
ἀγοράομαι	VERB	-
ἀγορασείω	VERB	-
ἀγορασία	NOUN	f
ἀγόρασις	NOUN	f
ἀγόρασμα	NOUN	n
ἀγορασμός	NOUN	m
ἀγοραστής	NOUN	m
ἀγοραστικός	ADJ	-
ἀγοραστός	ADJ	-
ἀγοράστρια	NOUN	f
ἀγορατρός	NOUN	m
ἀγορᾶχος	NOUN	f
ἀγόρευσις	NOUN	f
ἀγορευτήριον	NOUN	n
ἀγορευτής	NOUN	m
ἀγορεύω	VERB	-
ἀγορηγός	NOUN	f
ἀγορῆθεν	ADV	-
ἀγορήνδε	ADV	-
ἀγορητής	NOUN	m
ἀγορητύς	NOUN	f
ἀγορῆφι	ADV	-
ἄγορος	NOUN	m
ἀγός	NOUN	m
ἄγος	NOUN	n
ἀγοσταί	ADV	-
ἀγοστός	NOUN	m
ἄγουρος	NOUN	m
ἄγρα	NOUN	f
ἄγραδε	ADV	-
ἀγραῖος	ADJ	-
ἀγραμματία	NOUN	f
ἀγράμματος	ADJ	-
ἄγραμμος	ADJ	-
ἄγραπτος	ADJ	-
ἀγραυλέω	VERB	-
ἀγραυλής	ADJ	-
ἀγραυλία	NOUN	f
ἄγραυλος	ADJ	-
ἀγραφής	ADJ	-
ἄγραφος	ADJ	-
ἀγρεῖος	ADJ	-
ἀγρειοσύνη	NOUN	f
ἀγρεῖφνα	NOUN	f
ἀγρέμιον	NOUN	n
ἀγρεμών	NOUN	m
ἀγρεσία	NOUN	f
ἀγρετεύω	VERB	-
ἀγρέτης	NOUN	m
ἄγρευμα	NOUN	n
ἀγρεύς	NOUN	m
ἀγρεύσιμος	ADJ	-
ἄγρευσις	NOUN	f
ἀγρευτήρ	NOUN	m
ἀγρευτής	NOUN	m
ἀγρευτικός	ADJ	-
ἀγρευτίς	NOUN	f
ἀγρευτός	ADJ	-
ἀγρεύω	VERB	-
ἀγρέω	VERB	-
ἄγρηθεν	ADV	-
ἀγρηνόν	NOUN	n
ἀγρία	NOUN	f
ἀγριαίνω	VERB	-
ἀγριάνθρωπος	NOUN	m
ἀγριάς	NOUN	f
ἀγριαχράς	NOUN	f
ἀγριάω	VERB	-
ἀγρίδιον	NOUN	n
ἀγριελαία	NOUN	f
ἀγριελάινος	ADJ	-
ἀγριέλαιος	ADJ	-
ἀγριεύω	VERB	-
ἀγρίζω	VERB	-
ἀγρικός	ADJ	-
ἀγριμαῖος	ADJ	-
ἀγριμέλισσα	NOUN	f
ἀγριοαππίδιον	NOUN	n
ἀγριοβάλανος	NOUN	f
ἀγριόβουλος	ADJ	-
ἀγριοδαίτης	NOUN	m
ἀγριόεις	ADJ	-
ἀγριόθυμος	ADJ	-
ἀγριοκάναβος	NOUN	m
ἀγριοκάρδαμον	NOUN	n
ἀγριόκαρδον	NOUN	n
ἀγριοκάρυον	NOUN	n
ἀγριοκοκκύμηλον	NOUN	n
ἀγριοκρόμμυον	NOUN	n
ἀγριοκύμινον	NOUN	n
ἀγριολειχήν	NOUN	m
ἀγρίολον	NOUN	n
ἀγριομαλάχη	NOUN	f
ἀγριομέλιττα	NOUN	f
ἀγριόμορφος	ADJ	-
ἀγριομυρίκη	NOUN	f
ἀγριόνους	ADJ	-
ἀγριοπήγανον	NOUN	n
ἀγριοπηγός	NOUN	m
ἀγριοποιέω	VERB	-
ἀγριοποιός	ADJ	-
ἀγριορίγανος	NOUN	m
ἀγριόρροδον	NOUN	n
ἄγριος	ADJ	-
ἀγριοσέλινον	NOUN	n
ἀγριοσίκυον	NOUN	n
ἀγριοσταφίδες	ADJ	-
ἀγριοσταφυλίτης	ADJ	-
ἀγριότης	NOUN	f
ἀγριόφαγρος	NOUN	m
ἀγριοφανής	ADJ	-
ἀγριόφυλλον	NOUN	n
ἀγριόφωνος	ADJ	-
ἀγριόχοιρος	NOUN	m
ἀγριοψωρία	NOUN	f
ἀγριόω	VERB	-
ἄγριππος	NOUN	m
ἀγρίς	NOUN	f
ἀγρίτης	NOUN	m
ἀγρίφη	NOUN	f
ἀγριώδης	ADJ	-
Ἀγριώνιος	NOUN	m
ἀγριωπός	ADJ	-
ἀγροβόας	NOUN	m
ἀγροβότης	NOUN	m
ἀγρογείτων	NOUN	m
ἀγροδίαιτος	ADJ	-
ἀγροδότης	NOUN	m
ἀγρόθεν	ADV	-
ἄγροθι	ADV	-
ἀγροικεύομαι	VERB	-
ἀγροικηρός	ADJ	-
ἀγροικία	NOUN	f
ἀγροικίζομαι	VERB	-
ἀγροικικός	ADJ	-
ἀγροικοπυρρώνειος	NOUN	m
ἄγροικος	ADJ	-
ἀγροικόσοφος	ADJ	-
ἀγροικώδης	ADJ	-
ἀγροιώτης	NOUN	m
ἀγροκήπιον	NOUN	n
ἀγρόκηπος	NOUN	m
ἀγροκόμος	NOUN	m
ἀγρολέτειρα	NOUN	f
ἀγρολικός	ADJ	-
ἀγρομενής	ADJ	-
ἀγρόνδε	ADV	-
ἀγρονόμος	NOUN	m
ἀγροπόνος	NOUN	m
ἀγρός	NOUN	m
ἀγροτέκτων	NOUN	m
ἀγρότερος	ADJ	-
ἀγροτήρ	NOUN	m
ἀγρότης	NOUN	m
ἀγροφύλαξ	NOUN	m
ἄγρυκτος	ADJ	-
ἀγρυπνέω	VERB	-
ἀγρυπνητέον	ADJ	-
ἀγρυπνητήρ	NOUN	m
ἀγρυπνητικός	NOUN	n
ἀγρυπνία	NOUN	f
ἄγρυπνος	ADJ	-
ἀγρυπνώδης	ADJ	-
ἄγρωμα	NOUN	n
ἄγρωσσα	NOUN	f
ἀγρώσσω	VERB	-
ἀγρώστης	NOUN	m
ἄγρωστις	NOUN	f
ἀγρωστήρ	NOUN	m
ἀγρώτηρ	NOUN	m
ἀγρώτης	NOUN	m
ἄγυια	NOUN	f
ἀγυιαῖος	ADJ	-
ἀγυιάτης	NOUN	m
ἀγυιᾶτις	NOUN	f
Ἀγυιεύς	NOUN	m
Ἀγυίηος	NOUN	m
ἀγυιόπεζα	NOUN	f
ἀγυιοπλαστέω	VERB	-
ἄγυιος	ADJ	-
ἀγυμνασία	NOUN	f
ἀγύμναστος	ADJ	-
ἀγύναιξ	NOUN	m
ἄγυρις	NOUN	f
ἀγυρισμός	NOUN	m
ἄγυρμα	NOUN	n
ἀγυρμός	NOUN	m
ἀγυρτάζω	VERB	-
ἀγυρτεία	NOUN	f
ἀγυρτευτής	NOUN	m
ἀγυρτεύω	VERB	-
ἀγυρτήρ	NOUN	m
ἀγύρτης	NOUN	m
ἀγυρτικός	ADJ	-
ἀγυρτός	ADJ	-
ἀγύρτρια	NOUN	f
ἄγυψος	ADJ	-
ἀγχάζω	VERB	-
